"","R","P","microbe1","microbe2"
"cor2416",0.308418761927171,0.0913978091125476,"Enterorhabdus","Terrisporobacter"
"cor2417",-0.0358161980254681,0.848304331235447,"Enterorhabdus","Fenollaria"
"cor2418",0.0265724468352384,0.887163669930462,"Enterorhabdus","Acidaminococcus"
"cor2419",-0.0447087226448253,0.811247195109238,"Enterorhabdus","Phascolarctobacterium"
"cor2420",-0.045855998865347,0.806493526131584,"Enterorhabdus","Succiniclasticum"
"cor2421",NA,NA,"Enterorhabdus","Megamonas"
"cor2422",0.847014450015359,1.88362207381538e-09,"Enterorhabdus","Mitsuokella"
"cor2423",0.997784156059835,1.08685388765304e-35,"Enterorhabdus","Allisonella"
"cor2424",0.111349634691971,0.550940943921433,"Enterorhabdus","Dialister"
"cor2425",0.897183784193226,8.2843961817233e-12,"Enterorhabdus","Megasphaera"
"cor2426",-0.0575900367435761,0.758290491580702,"Enterorhabdus","Veillonella"
"cor2427",-0.0414314404694083,0.824862225005487,"Enterorhabdus","Fusobacterium"
"cor2428",-0.0373024664435672,0.842086334597216,"Enterorhabdus","Sneathia"
"cor2429",-0.0341259596288657,0.855386525304831,"Enterorhabdus","Brevundimonas"
"cor2430",-0.0342432694601001,0.854894627506823,"Enterorhabdus","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor2431",-0.0351685520060412,0.851016664737689,"Enterorhabdus","Mesorhizobium"
"cor2432",-0.0346969193020233,0.852992909608206,"Enterorhabdus","Phyllobacterium"
"cor2433",-0.0346731975064443,0.853092332347365,"Enterorhabdus","Paracoccus"
"cor2434",0.0160576376434095,0.931675916718083,"Enterorhabdus","Sphingomonas"
"cor2435",0.997929792761714,4.05932097709085e-36,"Enterorhabdus","Succinivibrio"
"cor2436",-0.03542494256823,0.849942702814088,"Enterorhabdus","Achromobacter"
"cor2437",-0.0515532398754462,0.78299063960529,"Enterorhabdus","Parasutterella"
"cor2438",0.0999813907959852,0.592552499546558,"Enterorhabdus","Sutterella"
"cor2439",-0.043454380283758,0.816452034359865,"Enterorhabdus","Citrobacter"
"cor2440",-0.0236003199479007,0.89971726428695,"Enterorhabdus","Enterobacter"
"cor2441",-0.059291136816781,0.751371124919759,"Enterorhabdus","Escherichia/Shigella"
"cor2442",0.126668788529887,0.49712338136988,"Enterorhabdus","Klebsiella"
"cor2443",-0.0386330402799562,0.836527597221658,"Enterorhabdus","Raoultella"
"cor2444",-0.0433836902164581,0.816745590310995,"Enterorhabdus","Salmonella"
"cor2445",NA,NA,"Enterorhabdus","Proteus"
"cor2446",-0.0315195052505999,0.866329187770114,"Enterorhabdus","Haemophilus"
"cor2447",-0.0344353246426954,0.854089426570621,"Enterorhabdus","Pseudomonas"
"cor2448",-0.0378762982200492,0.839688107507842,"Enterorhabdus","Stenotrophomonas"
"cor2449",-0.0787648215613897,0.673625292763215,"Enterorhabdus","Cloacibacillus"
"cor2464",1,0,"Gordonibacter","Gordonibacter"
"cor2465",-0.137029792458099,0.462293798447077,"Gordonibacter","Senegalimassilia"
"cor2466",-0.179630067499443,0.333577248322507,"Gordonibacter","Slackia"
"cor2467",0.0434312997077334,0.816547878815139,"Gordonibacter","Bacteroides"
"cor2468",0.127841145754467,0.49311716610121,"Gordonibacter","Barnesiella"
"cor2469",0.104652377370054,0.575290343050072,"Gordonibacter","Coprobacter"
"cor2470",NA,NA,"Gordonibacter","Dysgonomonas"
"cor2471",0.263484251190862,0.152091470585497,"Gordonibacter","Butyricimonas"
"cor2472",0.0167857916418086,0.928585353960294,"Gordonibacter","Odoribacter"
"cor2473",0.161779862362717,0.384582177352322,"Gordonibacter","Sanguibacteroides"
"cor2474",0.121042297228346,0.516576434599055,"Gordonibacter","Muribaculum"
"cor2475",-0.0921354370609113,0.622042056111305,"Gordonibacter","Alloprevotella"
"cor2476",0.00054806549543733,0.997665317879459,"Gordonibacter","Paraprevotella"
"cor2477",-0.0801304667894939,0.66828445927941,"Gordonibacter","Prevotella"
"cor2478",-0.0859331324082085,0.645770661322949,"Gordonibacter","Prevotellaceae_NK3B31_group"
"cor2479",-0.0452854981158631,0.808856525963405,"Gordonibacter","Prevotellaceae_UCG-001"
"cor2480",-0.0852819277860421,0.648282474160751,"Gordonibacter","Prevotellaceae_UCG-003"
"cor2481",-0.0853436646227235,0.648044180840085,"Gordonibacter","Prevotellaceae_UCG-004"
"cor2482",0.413963890089143,0.0206080939717518,"Gordonibacter","Alistipes"
"cor2483",-0.128439864273473,0.491077545726585,"Gordonibacter","Rikenellaceae_RC9_gut_group"
"cor2484",0.415206874638627,0.0201930278704177,"Gordonibacter","Parabacteroides"
"cor2485",-0.0216042345751085,0.908161826324419,"Gordonibacter","Flavobacterium"
"cor2486",-0.0165256904505015,0.929689207606347,"Gordonibacter","Pedobacter"
"cor2487",-0.0829156487350326,0.657441424992824,"Gordonibacter","Bacillus"
"cor2488",NA,NA,"Gordonibacter","Solibacillus"
"cor2489",0.913568304043613,7.44761501372002e-13,"Gordonibacter","Candidatus_Stoquefichus"
"cor2490",0.11516726090118,0.537279685231835,"Gordonibacter","Catenibacterium"
"cor2491",0.153486028125465,0.409736586107062,"Gordonibacter","Coprobacillus"
"cor2492",0.14355608035926,0.44103664625313,"Gordonibacter","Erysipelatoclostridium"
"cor2493",0.0678501524058982,0.716853111687601,"Gordonibacter","Erysipelotrichaceae_UCG-003"
"cor2494",NA,NA,"Gordonibacter","Catenisphaera"
"cor2495",-0.119407147187209,0.52229900171159,"Gordonibacter","Dielma"
"cor2496",0.0724568714030873,0.698493964140719,"Gordonibacter","Faecalitalea"
"cor2497",-0.137503438259905,0.460733079891803,"Gordonibacter","Holdemanella"
"cor2498",0.119276626542749,0.522757113414472,"Gordonibacter","Holdemania"
"cor2499",0.24299029134851,0.187785296699026,"Gordonibacter","Merdibacter"
"cor2500",-0.0431706621520199,0.81763038302745,"Gordonibacter","Turicibacter"
"cor2501",0.0966374453599989,0.605046777175727,"Gordonibacter","Granulicatella"
"cor2502",0.0955124972742402,0.609275010694208,"Gordonibacter","Enterococcus"
"cor2503",0.0788651635508404,0.673232335472355,"Gordonibacter","Lactobacillus"
"cor2504",-0.0375836451781443,0.840911023701956,"Gordonibacter","Lactococcus"
"cor2505",0.249587752757714,0.175709789229637,"Gordonibacter","Streptococcus"
"cor2506",0.026880290393518,0.885864887229351,"Gordonibacter","Gemella"
"cor2507",0.120253988285629,0.519331447357451,"Gordonibacter","Christensenella"
"cor2508",0.675868957047956,3.010829962043e-05,"Gordonibacter","Christensenellaceae_R-7_group"
"cor2509",-0.0773621226033771,0.679127308294629,"Gordonibacter","Ruminiclostridium"
"cor2510",0.116112148000146,0.533923517287903,"Gordonibacter","Clostridium_sensu_stricto_1"
"cor2511",0.160997465282021,0.386916120147395,"Gordonibacter","Anaerofustis"
"cor2512",0.0316162276218675,0.865922672120791,"Gordonibacter","Eubacterium"
"cor2513",-0.00974258261672054,0.95851562928173,"Gordonibacter","Defluviitaleaceae_UCG-011"
"cor2514",0.131741485460528,0.479907671360484,"Gordonibacter","A2"
"cor2515",-0.0447869379321898,0.81092290334459,"Gordonibacter","Agathobacter"
"cor2516",-0.138256515556518,0.458257358214683,"Gordonibacter","Anaerostipes"
"cor2517",0.151985818835808,0.414383382651352,"Gordonibacter","Blautia"
"cor2518",-0.115559864789003,0.53588396730391,"Gordonibacter","CAG-56"
"cor2519",-0.220743197371216,0.23274055519425,"Gordonibacter","Coprococcus"
"cor2520",0.087141447637092,0.641120112110642,"Gordonibacter","Dorea"
"cor2521",0.328835252743418,0.0708798990263093,"Gordonibacter","Eisenbergiella"
"cor2522",-0.0294771738055226,0.874920591700882,"Gordonibacter","Epulopiscium"
"cor2523",0.870664439423514,1.93476713446247e-10,"Gordonibacter","Frisingicoccus"
"cor2524",0.0309870676212913,0.86856757347791,"Gordonibacter","Fusicatenibacter"
"cor2525",0.305048251217934,0.0951803104145289,"Gordonibacter","GCA-900066575"
"cor2526",-0.0413845343817797,0.825057462704809,"Gordonibacter","GCA-900066755"
"cor2527",-0.0721478012399782,0.699720620960621,"Gordonibacter","Howardella"
"cor2528",-0.0624847672533184,0.738432159422691,"Gordonibacter","Hungatella"
"cor2529",0.335276793110436,0.0652112762835022,"Gordonibacter","Lachnoclostridium"
"cor2530",0.157355211360315,0.397888443805197,"Gordonibacter","Lachnospira"
"cor2531",-0.0397149627236496,0.832013330497815,"Gordonibacter","Lachnospiraceae_AC2044_group"
"cor2532",-0.0112887994065632,0.951938797392788,"Gordonibacter","Lachnospiraceae_FCS020_group"
"cor2533",-0.101380958125363,0.587356675046248,"Gordonibacter","Lachnospiraceae_ND3007_group"
"cor2534",-0.0618793342703185,0.740879802186398,"Gordonibacter","Lachnospiraceae_NK4A136_group"
"cor2535",-0.0109821588757803,0.953242859717497,"Gordonibacter","Lachnospiraceae_NK4B4_group"
"cor2536",-0.0953631193286113,0.609837397969616,"Gordonibacter","Lachnospiraceae_UCG-001"
"cor2537",-0.121342168071677,0.515530321467893,"Gordonibacter","Lachnospiraceae_UCG-004"
"cor2538",0.165914893255286,0.372383200069537,"Gordonibacter","Lachnospiraceae_UCG-010"
"cor2539",0.00613699251896383,0.973861667615625,"Gordonibacter","Lachnospiraceae_XPB1014_group"
"cor2540",0.137752846679724,0.45991237284786,"Gordonibacter","Lactonifactor"
"cor2541",-0.126467031250582,0.497814484893621,"Gordonibacter","Marvinbryantia"
"cor2542",-0.179473011320619,0.334007103302015,"Gordonibacter","Moryella"
"cor2543",-0.101621240110436,0.586466653293382,"Gordonibacter","Roseburia"
"cor2544",0.834968013405768,5.20931327707773e-09,"Gordonibacter","Sellimonas"
"cor2545",0.604660518983924,0.000314685300264375,"Gordonibacter","Shuttleworthia"
"cor2546",0.0917664840819036,0.623443529207672,"Gordonibacter","Tuzzerella"
"cor2547",-0.00528531569919214,0.977488096113979,"Gordonibacter","Tyzzerella"
"cor2548",0.364584123641172,0.0437467694732705,"Gordonibacter","UC5-1-2E3"
"cor2549",0.0596181994732296,0.750042919353433,"Gordonibacter","Monoglobus"
"cor2550",0.110485009543756,0.554057292096704,"Gordonibacter","Butyricicoccus"
"cor2551",0.0377139990718417,0.840366265712242,"Gordonibacter","UCG-008"
"cor2552",0.0497289531292572,0.790497052102701,"Gordonibacter","UCG-009"
"cor2553",0.241576213072139,0.190447194590187,"Gordonibacter","Acetanaerobacterium"
"cor2554",-0.0526569667046466,0.77845835010673,"Gordonibacter","Ethanoligenens"
"cor2555",0.118573708989514,0.525227625213327,"Gordonibacter","Colidextribacter"
"cor2556",-0.029704597666597,0.873963186248266,"Gordonibacter","Flavonifractor"
"cor2557",0.906631231933923,2.17957407865361e-12,"Gordonibacter","Intestinimonas"
"cor2558",0.236102020699548,0.20099974427457,"Gordonibacter","NK4A214_group"
"cor2559",0.242807348477282,0.188128200514717,"Gordonibacter","Oscillibacter"
"cor2560",0.297447205298363,0.104145079024661,"Gordonibacter","Oscillospira"
"cor2561",-0.00317507616839561,0.986475216239325,"Gordonibacter","Pseudoflavonifractor"
"cor2562",-0.0722348997759547,0.699374863623003,"Gordonibacter","UCG-002"
"cor2563",0.151291581024999,0.416543686758794,"Gordonibacter","UCG-003"
"cor2564",0.814894795574673,2.39870049037109e-08,"Gordonibacter","UCG-005"
"cor2565",-0.163389542658043,0.379806122942749,"Gordonibacter","UCG-007"
"cor2566",0.904955041110574,2.79012485109609e-12,"Gordonibacter","Hydrogenoanaerobacterium"
"cor2567",0.733172823736361,2.71629711422358e-06,"Gordonibacter","Anaerofilum"
"cor2568",0.276719480846554,0.131811022726288,"Gordonibacter","Anaerotruncus"
"cor2569",-0.0889674086019434,0.634117665010718,"Gordonibacter","Angelakisella"
"cor2570",-0.129136445508657,0.488709956163558,"Gordonibacter","CAG-352"
"cor2571",0.130585598268083,0.483803208434809,"Gordonibacter","Candidatus_Soleaferrea"
"cor2572",0.199180838324173,0.282720351035074,"Gordonibacter","Caproiciproducens"
"cor2573",0.147370814266857,0.428861696805169,"Gordonibacter","DTU089"
"cor2574",0.0265904022029409,0.887087908859147,"Gordonibacter","Faecalibacterium"
"cor2575",-0.0156592353115179,0.933367303813754,"Gordonibacter","Fournierella"
"cor2576",0.694099417224073,1.48626369955722e-05,"Gordonibacter","Harryflintia"
"cor2577",0.0616342952201028,0.741871153487101,"Gordonibacter","Incertae_Sedis"
"cor2578",0.0102964706328184,0.956159337417588,"Gordonibacter","Negativibacillus"
"cor2579",0.441919112689525,0.0128090390208726,"Gordonibacter","Paludicola"
"cor2580",0.049880476766809,0.789872864661669,"Gordonibacter","Phocea"
"cor2581",0.016417924485778,0.930146597472152,"Gordonibacter","Pygmaiobacter"
"cor2582",0.154653720760538,0.406140142937889,"Gordonibacter","Ruminococcus"
"cor2583",-0.0745947110836031,0.690029731299302,"Gordonibacter","Subdoligranulum"
"cor2584",0.727458833173733,3.54522869485306e-06,"Gordonibacter","UBA1819"
"cor2585",-0.0761007911442914,0.684088692802208,"Gordonibacter","Peptococcus"
"cor2586",0.328042207283136,0.0716034372264581,"Gordonibacter","Family_XIII_AD3011_group"
"cor2587",0.143239724542754,0.442054662634965,"Gordonibacter","Family_XIII_UCG-001"
"cor2588",0.240202905031785,0.19305742388771,"Gordonibacter","Intestinibacter"
"cor2589",-0.0663243227782671,0.72296892013852,"Gordonibacter","Paeniclostridium"
"cor2590",0.155351735229112,0.403998843060885,"Gordonibacter","Romboutsia"
"cor2591",-0.0248293687311874,0.894522983027621,"Gordonibacter","Terrisporobacter"
"cor2592",-0.0187352655148529,0.920316186780297,"Gordonibacter","Fenollaria"
"cor2593",-0.0493933293226905,0.791880075757655,"Gordonibacter","Acidaminococcus"
"cor2594",0.0233350784271829,0.900838785611558,"Gordonibacter","Phascolarctobacterium"
"cor2595",-0.0607005567303764,0.745652474647731,"Gordonibacter","Succiniclasticum"
"cor2596",NA,NA,"Gordonibacter","Megamonas"
"cor2597",-0.0969609530756653,0.603833151072156,"Gordonibacter","Mitsuokella"
"cor2598",-0.0866852649708987,0.642874307401449,"Gordonibacter","Allisonella"
"cor2599",-0.0608900754066562,0.744884516123487,"Gordonibacter","Dialister"
"cor2600",-0.115863964059073,0.534804075784204,"Gordonibacter","Megasphaera"
"cor2601",0.00485680325419183,0.979312867494764,"Gordonibacter","Veillonella"
"cor2602",0.0279967479638133,0.881157046370821,"Gordonibacter","Fusobacterium"
"cor2603",-0.0689347096453914,0.712516412488749,"Gordonibacter","Sneathia"
"cor2604",-0.0177839602917328,0.924350412604456,"Gordonibacter","Brevundimonas"
"cor2605",-0.0198930552234393,0.915408945572282,"Gordonibacter","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor2606",-0.0167529915294375,0.928724548513275,"Gordonibacter","Mesorhizobium"
"cor2607",-0.0193193342034174,0.9178402666104,"Gordonibacter","Phyllobacterium"
"cor2608",-0.0208577754312042,0.911322344496922,"Gordonibacter","Paracoccus"
"cor2609",-0.0180672138208661,0.923149014504098,"Gordonibacter","Sphingomonas"
"cor2610",-0.085281927786042,0.648282474160751,"Gordonibacter","Succinivibrio"
"cor2611",-0.0199416123505702,0.915203203759891,"Gordonibacter","Achromobacter"
"cor2612",-0.00622124946524764,0.973502929325982,"Gordonibacter","Parasutterella"
"cor2613",0.0251480092737598,0.89317701519964,"Gordonibacter","Sutterella"
"cor2614",-0.093179449689472,0.618083398945926,"Gordonibacter","Citrobacter"
"cor2615",-0.0564473642240293,0.762948762225478,"Gordonibacter","Enterobacter"
"cor2616",0.520440821231218,0.00268751518280245,"Gordonibacter","Escherichia/Shigella"
"cor2617",-0.0516847654145883,0.782450180183045,"Gordonibacter","Klebsiella"
"cor2618",-0.0347896278245522,0.852604371075636,"Gordonibacter","Raoultella"
"cor2619",-0.0946587701054647,0.612492112694888,"Gordonibacter","Salmonella"
"cor2620",NA,NA,"Gordonibacter","Proteus"
"cor2621",-0.086378154793422,0.644056326393721,"Gordonibacter","Haemophilus"
"cor2622",-0.0179752522878017,0.923539044208966,"Gordonibacter","Pseudomonas"
"cor2623",-0.0265419660711705,0.88729228302963,"Gordonibacter","Stenotrophomonas"
"cor2624",-0.0967792054349099,0.604514842496151,"Gordonibacter","Cloacibacillus"
"cor2640",1,0,"Senegalimassilia","Senegalimassilia"
"cor2641",0.75629550491586,8.60087059598694e-07,"Senegalimassilia","Slackia"
"cor2642",0.188753803600899,0.309187926846638,"Senegalimassilia","Bacteroides"
"cor2643",0.0256927581950483,0.89087662099841,"Senegalimassilia","Barnesiella"
"cor2644",0.109557586167908,0.557409038248465,"Senegalimassilia","Coprobacter"
"cor2645",NA,NA,"Senegalimassilia","Dysgonomonas"
"cor2646",-0.065607811614723,0.72584665038693,"Senegalimassilia","Butyricimonas"
"cor2647",0.153941303037531,0.408332230839354,"Senegalimassilia","Odoribacter"
"cor2648",-0.0509176833109529,0.785603636749583,"Senegalimassilia","Sanguibacteroides"
"cor2649",-0.039067548046415,0.8347140143806,"Senegalimassilia","Muribaculum"
"cor2650",0.80755757502853,4.00707732829918e-08,"Senegalimassilia","Alloprevotella"
"cor2651",0.282519395717819,0.12357883110297,"Senegalimassilia","Paraprevotella"
"cor2652",0.811535215491935,3.04233806949858e-08,"Senegalimassilia","Prevotella"
"cor2653",0.809582160755969,3.48568484562557e-08,"Senegalimassilia","Prevotellaceae_NK3B31_group"
"cor2654",0.770776634946823,3.91808761300369e-07,"Senegalimassilia","Prevotellaceae_UCG-001"
"cor2655",0.809823925460728,3.42776581207956e-08,"Senegalimassilia","Prevotellaceae_UCG-003"
"cor2656",0.809803205905124,3.43269479049178e-08,"Senegalimassilia","Prevotellaceae_UCG-004"
"cor2657",-0.0415886848597126,0.82420779995955,"Senegalimassilia","Alistipes"
"cor2658",0.703779735403726,1.00035269286048e-05,"Senegalimassilia","Rikenellaceae_RC9_gut_group"
"cor2659",0.0197930446688507,0.915832718035381,"Senegalimassilia","Parabacteroides"
"cor2660",-0.055262731983532,0.767786685476011,"Senegalimassilia","Flavobacterium"
"cor2661",-0.053330599254161,0.775695671641139,"Senegalimassilia","Pedobacter"
"cor2662",-0.0855684540921075,0.647176821720193,"Senegalimassilia","Bacillus"
"cor2663",NA,NA,"Senegalimassilia","Solibacillus"
"cor2664",-0.069820715957016,0.708980152725825,"Senegalimassilia","Candidatus_Stoquefichus"
"cor2665",-0.0493516281281263,0.792051959617462,"Senegalimassilia","Catenibacterium"
"cor2666",-0.0422160849298242,0.821597821374752,"Senegalimassilia","Coprobacillus"
"cor2667",-0.148084715152359,0.4266039965919,"Senegalimassilia","Erysipelatoclostridium"
"cor2668",0.13008900970303,0.485481771674146,"Senegalimassilia","Erysipelotrichaceae_UCG-003"
"cor2669",NA,NA,"Senegalimassilia","Catenisphaera"
"cor2670",-0.120193747616328,0.519542273825801,"Senegalimassilia","Dielma"
"cor2671",-0.106634712745723,0.568033133575495,"Senegalimassilia","Faecalitalea"
"cor2672",0.71649587234451,5.80458453466554e-06,"Senegalimassilia","Holdemanella"
"cor2673",-0.090163706385514,0.629546654387803,"Senegalimassilia","Holdemania"
"cor2674",-0.088136282490044,0.637301182425868,"Senegalimassilia","Merdibacter"
"cor2675",-0.0871174501041998,0.641212344541445,"Senegalimassilia","Turicibacter"
"cor2676",-0.0826983447176544,0.65828499812066,"Senegalimassilia","Granulicatella"
"cor2677",-0.0980732946465372,0.599668176984318,"Senegalimassilia","Enterococcus"
"cor2678",-0.092396171289482,0.621052435209922,"Senegalimassilia","Lactobacillus"
"cor2679",-0.090226706896781,0.629306301937186,"Senegalimassilia","Lactococcus"
"cor2680",-0.145331266696203,0.435347855008223,"Senegalimassilia","Streptococcus"
"cor2681",-0.0864117649857601,0.64392692439899,"Senegalimassilia","Gemella"
"cor2682",-0.0746740457848769,0.689716323862701,"Senegalimassilia","Christensenella"
