pathway,A1,A2,A13,A14,A15,A17,A18,A19,A20,A21,A22,A23,A3,A24,A26,A28,A29,A30,A32,A37,A39,A42,A47,A4,A49,MWR072,MWR101,MWR102,MWR065,MWR091,MWR098,MWR084,MWR095,MWR063,A5,MWR080,MWR094,MWR115,MWR111,MWR092,MWR097,MWR073,MWR107,MWR112,MWR078,A6,MWR104,MWR070,MWR113,MWR082,MWR088,MWR118,MWR067,MWR108,MWR085,MWR090,A7,MWR077,MWR089,MWR068,MWR069,MWR106,MWR100,MWR081,A8,A9,A10
PEPTIDOGLYCANSYN-PWY,360607.4939,482171.0493,357470.8595,292710.9434,360273.4857,267677.7883,305380.362,283566.8538,393214.7135,331529.5331,421377.4458,5130.0421,423315.1671,87169.7661,11103.0317,26019.5547,23956.5093,43349.4529,21202.0026,93036.1316,84481.0248,159611.4292,233390.9772,550814.1162,350321.1827,55649.6844,81418.8391,85746.5134,72112.7019,82709.6481,73464.5242,43980.1444,64038.5105,59644.6583,349687.5968,70722.0914,54474.3136,61501.7627,75952.1307,79660.8951,59854.7496,66745.9372,94461.0149,59229.4714,52607.2512,353553.6468,89201.4043,36006.1269,76249.4756,64689.1094,61054.4126,86566.5558,66488.6567,69365.5379,50454.7292,68905.986,331603.1762,88176.0686,45170.4527,72733.948,57202.3974,68956.7104,53831.8985,37927.6777,250034.5148,299721.9053,320375.3652
PHOSLIPSYN-PWY,396571.1018,529385.988,369890.0631,301132.7543,345357.5869,275059.097,318391.7113,274918.3671,366051.7893,373539.5704,471847.3311,5374.1965,451306.7797,100119.9265,11777,28049.9922,27269.6967,48313.5048,22959.5588,98438.9327,86823.2221,168884.2611,250717.8536,566888.3742,376326.5925,55768.1892,82480.3299,85677.969,65532.1223,81089.5363,75800.89,45730.6413,58802.2599,67409.2483,381423.9279,76427.0278,58146.9092,65541.6843,83003.4311,72254.1576,61895.243,71553.2793,104444.4707,65375.6332,58708.288,388553.6843,93772.2582,39553.136,87047.5318,63705.8564,58712.3855,76735.3412,66589.8014,78292.7908,53014.04,67412.7978,352978.9044,79965.6632,45901.4034,76799.9701,53343.0427,75884.2005,59024.811,36494.4611,250866.4662,318429.3793,359486.0371
POLYAMINSYN3-PWY,10749.6883,6031.3506,18256.0513,7164.6007,34969.8411,18475.8552,20845.2789,12536.9533,12288.1235,60302.194,29312.9453,381.3994,1798.6587,988.516,403.4162,813.1864,370.676,1407.1534,1185.8345,2180.0365,2101.7814,2352.1364,6342.0681,13297.9846,11306.1741,3364.4356,1870.9779,5219.657,2156.739,2236.4512,6477.2033,366.8313,2511.8684,4771.938,17811.6819,6575.8562,1817.0465,646.9534,4179.9812,2542.8614,3565.7881,3508.6716,4455.2467,581.5476,1537.4748,4129.8159,3790.901,5541.4662,5737.5232,2668.4764,1293.7403,4505.1052,4334.3003,3048.6698,3866.0728,2228.0467,3476.2908,3384.9037,4186.4609,2339.011,4030.9917,1089.5684,2657.6363,1095.6469,8826.6402,16372.6619,2358.9792
POLYAMSYN-PWY,10521.4451,7405.9933,18058.4949,7436.3117,52183.9839,19344.8243,23258.8324,16387.2236,14306.7881,63030.3484,30780.6407,447.9291,1707.4909,964.8297,413.0678,1661.9943,366.2054,1374.539,1232.659,3737.9851,2134.5631,8117.6329,6931.1417,14096.3348,11677.0015,7308.507,1790.5676,8490.261,4002.2825,13794.8653,7156.9208,536.6037,22065.5704,5229.0322,52812.1973,24899.6194,3897.3514,1234.8143,4599.3669,2519.6967,3869.6283,4594.8037,4969.3558,552.3369,5386.9591,4042.4918,4368.7274,5801.7659,7459.0135,4799.8598,1254.1576,13340.7726,5013.9723,7050.6505,5257.0523,5180.1283,11569.965,4172.3663,8087.2393,2709.347,12878.9707,5829.5529,3316.7758,2265.435,8735.8902,16830.2569,14601.3582
POLYISOPRENSYN-PWY,112561.7372,123634.8675,173033.4247,173044.6499,233569.0096,171195.1543,171467.5411,217443.7685,321560.5461,195889.2526,163011.3292,2784.5438,139593.0757,9928.7769,5826.5526,11239.7202,4946.7993,15648.8002,7686.292,49183.8173,56330.0023,107291.2804,116554.2529,362706.6555,144151.5747,39131.8754,42478.9013,63357.4437,58289.6942,63408.3348,39917.5887,24948.5391,50647.7395,14528.4632,171729.4574,45996.8957,35485.9734,33871.164,27166.9737,63615.31,34024.3968,35179.1024,35317.5543,27380.9465,29958.2208,143883.8934,44126.1025,23161.1557,8728.6281,40583.4193,44405.224,75698.2195,40726.5824,11831.0256,20786.4899,47246.7876,212138.8315,65600.2781,29845.673,37258.0999,44012.5451,32637.1529,13930.4536,28705.3662,172561.4409,123909.5932,133712.9501
PPGPPMET-PWY,4996.6933,135.5979,7565.1494,44.9945,1030.6669,4716.2241,5334.9756,1144.6442,4458.6251,66883.1094,6568.2074,37.2924,90.6097,67.4617,55.395,152.3175,100.5658,135.9048,211.64,0,55.5994,14.9984,0,666.8606,9.9998,4145.9689,163.4948,2452.9342,9.3734,7518.5508,475.2396,47.4453,17976.1161,1640.5073,2645.1058,19313.6749,345.4194,0,922.0891,81.1227,221.8868,1226.7474,1740.4334,34.9876,2599.6799,149.9167,1451.8582,7575.4546,443.2386,1613.8426,504.2882,1776.4493,385.8731,0,379.7854,672.7455,428.0804,479.8231,256.642,408.2619,826.6053,92.1149,28.1137,253.8622,1672.7234,4553.4707,213.0267
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,67.0342,18.8083,71.0201,3.2,46.2635,115.327,45.8467,67.1017,27.2225,48463.6358,107.2268,12.4034,83.2607,0,0,4.7997,0,5.2798,17.5953,0,33.2401,0,0,415.594,342.5363,0,0,0,0,198.6346,26.5872,0,0.4,0,143.9676,0,142.3034,0,5.9998,0,0,0,5.9431,0,0,116.3353,0,459.9997,0,0,0,0,27.6439,0,0,0,32.5149,0,4.5278,11.2494,118.8041,5.2743,0,130.2381,6.4,31.8978,35.8901
PRPP-PWY,91727.3433,19275.0181,81116.0965,49609.5169,21769.9686,133769.538,118225.2168,39997.0939,23876.0633,202317.4525,68900.7963,1255.3111,7847.4342,4593.7292,3123.9127,3782.0642,2267.8445,6855.547,3327.8541,11902.9727,16526.7107,19595.7313,18156.4812,146202.9344,56673.0994,19783.5071,12797.1324,26903.9643,5453.119,30826.9962,23467.1555,6123.0982,42392.351,12596.2641,51963.6707,43371.9686,23056.6034,5006.5725,18221.7575,11512.1144,20642.7804,17861.1509,13383.305,9389.0238,12068.7407,64639.0094,20932.185,20955.4313,8479.7105,17583.2581,14964.2989,11072.1648,13438.6723,12886.6326,7333.931,10226.7632,11748.3632,9353.8594,13415.95,19594.7087,8098.5601,12673.8013,1679.5962,14889.9082,46909.521,78483.1608,82483.9257
PWY-1269,40759.5985,41865.6044,82942.3955,91461.4215,140973.6729,91588.91,96230.9394,152004.9967,221574.0322,92279.1153,70110.4538,347.7498,33710.4025,4600.5566,2829.3756,5060.586,1742.4996,8376.3157,3266.719,24430.2096,31829.6676,68741.7415,61076.3285,203440.3615,59260.944,26672.0563,19519.9396,40497.5161,43882.0712,43795.0435,22356.1654,13269.9652,37798.0226,5165.7472,89573.2549,30628.2468,20217.6377,16570.1138,13434.2327,44924.5179,18945.5267,19252.7367,13651.6742,12625.0332,15190.4664,54471.516,20145.2805,14005.4932,4162.4863,23939.4798,28202.2776,70105.0629,22898.9514,6717.7082,12051.3223,30191.668,111463.248,44133.9422,17807.9687,21978.9368,34340.3048,13379.9987,1673.085,18218.5595,104353.5712,61427.192,54081.0259
PWY-1541,0,0,0,0,0,0,0,0,0,0,0,0,3.9135,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6321,0,5.783,0,0,6.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8517,0,0
PWY-1622,0,0,0,0,0,0,0,35.8449,0,898.0566,0,0,9.9988,0,0,0,0,0,0,0,0,0,0,0,131.9036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8456,0,0,0,0,0,0,0,0,29.3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-181,0,0,0,0,39.9896,0,0,103.8922,0,6676.1502,0,15.9265,31.9935,0,0,23.9508,0,0,23.9498,0,39.9455,0,0,55.9831,1692.2044,0,39.8769,0,31.9482,0,55.8946,31.8927,0,0,31.9955,0,0,0,0,0,15.9898,0,111.6902,0,0,0,55.859,0,0,47.9497,0,0,23.9775,23.9825,55.7256,0,0,0,0,0,0,47.9008,0,0,79.9436,0,0
PWY-1861,82279.4834,188721.604,82931.6723,75140.8296,45807.9015,46766.9384,115699.2219,83035.5139,219440.2631,194122.9313,138900.6977,3343.8111,239635.0136,26474.7766,4553.9086,7996.1341,17413.493,15031.5191,10566.9106,31801.3408,18216.7457,36362.4467,62711.436,194970.668,30384.6204,20231.1182,50551.8476,10538.1573,12289.9553,31977.7886,20549.1276,4984.4322,13965.9886,31992.0124,257170.4145,36060.2913,11234.5182,43263.9779,13755.0069,12090.9998,11610.3112,12728.099,29461.558,16322.5503,29125.8962,118591.1357,20760.0802,2373.9651,11596.4901,42641.233,14866.3416,7224.5657,4464.9856,23185.0554,8980.8378,11035.1445,218182.0608,8816.6218,18989.0485,30147.5351,3134.5607,28259.2082,21056.1208,10169.0788,123125.3196,89581.8878,245447.9231
PWY-1882,0,0,0,0,0,0,0,0,0,38.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-2941,140521.647,111113.2437,146707.7889,13838.0421,51127.6061,19019.3257,38336.959,84695.6858,5412.645,12949.4847,81877.8467,880.326,84120.1502,5990.8806,1684.4249,3088.4891,3397.9497,9455.0035,4978.647,11072.0101,9015.9297,10592.4047,10841.3855,69185.9309,18442.9373,8755.9934,23905.8791,26011.7864,7427.6827,7281.8521,14270.4982,8823.4488,12357.0386,10047.1464,14074.7102,3739.2137,9294.4556,11752.5962,10922.2964,7931.8384,6509.5098,9511.1589,28456.9669,5647.1459,2707.4949,14997.6929,47730.3585,10228.2991,19037.7193,5827.9803,16209.2124,3893.7873,2730.5081,12301.1312,12900.1868,7769.3135,22453.2021,11828.514,10537.5076,17686.0309,6444.3415,2129.0617,17549.2793,2520.3676,14637.0813,97978.703,41417.5191
PWY-2942,420123.9174,527277.3478,395792.6006,330435.1109,399442.2889,300571.0347,341246.3245,324692.4869,399023.0538,354857.4538,479708.2537,5317.6174,465108.3044,100961.4413,12707.8104,29389.6238,27065.0913,49463.7439,23508.5542,104431.8898,97572.5462,182314.9881,265403.6133,623537.7517,406018.9536,63658.087,89564.2337,96185.0751,81233.1338,93890.8715,81750.8259,49406.6202,74728.1249,66992.9428,396403.2509,80478.8488,62051.2076,70745.4062,83328.1185,91560.0209,68316.3373,75234.1595,107506.5213,68855.2796,59876.9934,392598.7591,98439.1337,40108.2441,84100.9599,72198.3276,71291.9442,103027.7752,71948.1529,78819.9379,56173.3311,77812.2999,371057.3152,95253.1461,50494.6967,80308.3958,64534.9066,78700.6849,59462.4657,43461.5753,292475.1268,340080.1034,367514.3641
PWY-3001,385941.6093,522369.3937,389721.7889,316879.0618,356446.2166,291352.0381,336542.5042,326699.9155,348215.6854,364482.0953,452135.9443,5317.1818,468579.0494,90799.5753,12368.7787,28046.2267,25844.2951,45329.7302,23131.8355,101270.1585,94760.3313,178347.7076,250910.9119,616399.2057,365298.2797,62969.9005,91230.497,90808.4765,54105.0538,94148.7123,81552.4851,45645.9479,73447.2075,61105.2942,395954.1519,76253.486,60412.6791,70569.2837,80632.7633,76130.8001,65223.4004,70564.7845,100759.3101,65338.703,59748.514,345895.0148,94911.8408,36697.5063,78937.2072,72660.0779,68591.8204,99162.9689,70483.1662,73821.9036,51077.9343,77357.5696,364947.4854,75453.1258,45038.1402,74339.864,61623.2612,74356.1012,56575.2257,42429.0795,279282.6689,330138.6833,352414.3176
PWY-3661,0,0,0,9.995,0,0,0,0,0,9381.1825,14.9946,9.9106,14.994,0,0,0,0,0,0,0,0,0,0,64.3994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3781,4496.5358,5249.4907,1390.6498,1610.6155,5882.0229,34250.9189,1404.7068,1466.9306,329.9353,367265.415,1335.3946,1773.2774,3594.78,513.0658,168.5399,829.2162,176.123,851.4019,702.9806,113.9306,5115.96,1422.5409,990.5629,11809.0435,27865.5259,902.0076,124.8989,2963.1559,899.1964,3734.7768,153.8637,669.1454,3386.7646,1811.3469,1475.4866,233.7252,1963.9735,327.4159,4950.9491,1716.0991,2270.3126,4330.7134,827.0201,370.9059,881.7,1043.9471,1560.8974,19960.8962,49.9468,2853.7108,286.6047,43.9953,3440.1318,2808.3123,295.0573,0,463.7732,1139.5834,420.5713,1594.7811,2294.7581,1230.0102,49.4589,237.6013,412.0925,755.1515,1269.7343
PWY-4361,0,0,0,0,61.3688,12.535,0,0,0,23.8048,8.4693,0,17.4415,11.9341,6.1197,0,9.7664,9.2923,39.442,0,15.5102,0,61.9224,0,0,14.8529,0,0,0,366.2448,0,0,157.8147,0,5.964,0,68.1309,0,0,0,0,2.1937,2.3688,0,56.4429,0,24.3415,19.6306,0,2.9785,0,0,2.3616,0,0,0,0,0,0,0,0,0,0,0,9.5632,0,0
PWY-4722,0,0,0,0,20.6951,0,0,0,0,0,16.4493,0,0,0,0,0,0,0,0,0,0,139.269,0,0,0,0,36.2658,0,9.9915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6166,0,0,0,0,0,0,0,45.7167,0,0,0,0,0,0,0,0,0,168.995
PWY-4984,22704.2852,7322.3882,52034.2278,17108.4608,41671.2819,52273.3556,44229.4261,34118.6464,10045.8297,16271.5119,9013.5031,843.3645,50298.2898,2248.2525,860.64,2615.1864,765.3928,3423.4735,1325.9002,25940.2028,14788.4193,34965.2386,33938.3558,20455.8034,22850.7841,19597.0918,15181.0898,28962.501,108.4932,26692.0026,20199.1914,9347.2547,9080.4257,3223.318,47756.0133,6298.2089,9167.3776,15021.8322,6738.9372,21652.146,16938.814,22215.1329,8423.936,410.5154,11931.848,26744.6771,14916.1247,11669.2716,4713.0543,23434.7459,17773.8724,26370.5134,11924.1502,2769.6283,1464.557,10384.9712,23193.4539,6358.0758,4807.9519,2579.0999,23140.0335,2413.8966,6333.0199,4376.7788,68438.186,42055.8196,54701.4209
PWY-5005,1955.0512,829.8043,182.2436,4402.4867,4529.7533,1098.597,11548.7712,13711.3489,3369.962,1614.0882,1235.8441,25.5479,975.6957,472.9468,69.5266,198.2491,34.0093,525.9539,456.5615,10.1984,930.5988,1657.453,4579.9289,10162.1249,7754.1925,504.5994,214.4808,428.4245,20.3625,1170.9814,3763.5046,728.5393,4.7997,231.7665,316.4056,1581.8749,146.5461,397.9675,1928.423,1917.4624,492.6304,541.5697,365.2102,23.9849,598.9557,2408.9553,221.6778,711.0867,2533.987,2.9998,967.1073,15317.6361,3203.8275,228.9604,1536.9767,4015.2667,2671.2041,120.2408,356.6596,414.8237,12917.0949,77.8653,2226.9007,581.8037,448.0781,8844.5179,2025.3045
PWY-5022,5966.0457,4653.4216,11039.4942,6748.0553,17595.2261,10723.7037,6428.4279,4022.8555,6754.0087,34072.7345,5279.4199,324.1499,1981.851,464.327,159.9032,411.9958,288.893,1161.4631,652.6268,1302.7023,995.832,1483.8722,1726.9334,12704.2498,7927.5122,4440.853,2913.3385,3696.7448,196.3041,6559.6394,3150.3486,1368.9454,9065.8812,1464.4973,7398.6001,8853.2052,915.7242,599.4544,1819.3584,1740.4115,605.4431,1948.3924,2355.2174,891.064,2831.0709,3749.8603,2572.617,2571.0756,4266.7377,2407.8842,793.2571,3645.9011,2921.9685,572.6728,1304.0156,1789.5254,2392.8241,5106.1417,2213.1011,1232.5688,1970.8825,1366.965,2687.4095,649.4767,3153.4204,10557.0791,13318.1435
PWY-5028,14.9979,0,0,0,0,37.4902,0,12.4995,0,9716.6508,14.9986,17.4354,19.9985,0,0,17.4742,0,54.8005,0,0,29.9835,0,0,79.9856,562.5032,0,29.9794,0,9.9922,0,19.9929,0,147.147,0,17.4982,59.9241,0,151.9915,183.9524,7.4993,0,4.9991,12.4941,44.9305,0,32.491,0,5.8235,0,0,0,390.8526,0,0,0,19.9912,0,0,0,0,4.9995,109.5255,304.6971,0,0,0,0
PWY-5088,675.2478,0,0,0,3596.8436,141.3056,0,0,0,9065.285,0,0,0,71.2625,0,104.2227,0,53.1863,0,0,0,0,0,247.0336,581.6283,0,1161.9679,53.0451,0,0,0,0,0,0,583.9753,0,17.8027,53.7749,71.5268,0,0,0,53.462,0,35.7503,0,0,0,0,0,0,17.9512,726.4256,0,17.8715,5184.2017,0,331.2638,410.2976,699.0187,1181.6268,0,0,0,0,1079.7214,18490.5608
PWY-5097,417470.0196,522077.2489,381845.0708,322031.84,384506.0428,290037.8103,331954.4148,318088.8748,317935.244,351425.2347,471683.154,5343.8168,463890.946,99986.0556,12575.1897,28593.388,26819.6894,47976.8671,23168.537,101961.4687,95280.4471,172928.8198,253903.7999,615182.8522,409124.9767,60899.3266,85408.0779,93561.8466,79374.016,91978.3528,80875.1764,47266.2932,70936.9043,66032.0297,393532.9773,76451.709,60475.2035,70236.2971,79613.0565,89196.0188,65285.8451,68536.0132,105226.3257,68148.6788,58982.7924,386734.1369,95555.5051,38053.4419,78497.0957,68951.7008,69699.9612,100693.659,70141.2611,76236.4785,52201.3166,75907.7107,363264.2503,87750.2594,47508.6858,75296.5857,62925.3818,78094.2921,56372.8331,42554.2564,285296.2343,330559.1903,367152.0402
PWY-5100,405948.6259,556903.0183,387774.1862,310654.7437,386058.103,284063.3683,334152.1946,317872.5881,411059.5895,347634.2749,457587.7385,5863.523,482135.4574,101668.1441,12023.0761,28341.7144,29285.4172,48142.5695,23734.2578,102229.3402,93990.1723,178331.4807,252164.3467,600120.184,380005.1418,62538.0026,90876.2005,89824.1001,73287.354,88759.9956,80122.234,48149.121,65877.7598,65878.1302,390278.3942,75976.1694,60234.4978,70450.7046,85048.0998,84022.6125,64238.405,74928.5625,103075.8078,68449.0372,57135.7546,375899.65,95488.2589,33715.7959,86772.4714,70074.0995,65212.114,93200.1071,69491.8609,79517.0386,57150.9607,73982.5333,352743.6723,94966.2139,48098.2379,80440.3657,56366.0666,74299.4448,62664.4559,39859.3643,271419.7975,338281.5975,352764.868
PWY-5101,477225.7929,651850.3113,472946.8623,375367.5418,422491.6329,337467.4445,403471.7015,369319.8797,515855.4817,465061.2046,559801.6462,7008.5276,579866.7554,121073.4304,14947.3867,33819.767,32924.5578,56862.7888,28299.9039,122033.0438,110345.3417,209915.7591,304920.5855,730624.9491,478183.9411,70702.9849,107560.8526,103860.615,55556.2668,106518.1335,94912.4505,54681.2674,81420.5569,79877.9443,473267.1397,91657.7261,69325.0272,83507.8489,97951.656,87731.6143,76137.9959,85682.0334,120548.3348,79324.4586,70024.8554,460143.5722,109918.2796,43158.8868,97278.4998,86352.1324,77790.7979,106373.8775,82436.8367,93236.4215,60721.4146,90504.0734,433919.7136,80868.4619,53018.2488,94320.2394,67419.6014,88939.2979,70667.1876,48496.5416,327706.8451,395910.2187,432703.2923
PWY-5103,408324.0014,549048.7793,397683.7609,325373.9121,336702.6626,292824.766,343035.6587,324375.7561,448073.8064,372375.7244,482829.3999,5178.0991,493112.7651,102528.0159,12664.5276,28872.2673,27520.3573,48547.9644,23683.734,104495.9373,93676.6513,181192.9927,264082.0573,629198.5278,405267.9446,61526.2561,93461.9917,88492.7259,44874.7683,92489.3074,81597.2638,45711.7675,71063.0141,68871.297,403820.2017,77645.024,60161.8413,71352.7076,84029.4319,70630.907,65698.2718,73425.9127,103738.1854,67376.5185,60526.639,399441.4315,94248.6838,36959.2467,85283.9503,73553.673,68086.664,93772.9482,72320.5984,79068.5519,51472.7244,78138.9695,375368.0664,67062.1461,43477.1989,79302.6594,59686.7273,75815.4181,61493.4857,42085.6231,280558.4379,335312.8813,360681.6763
PWY-5104,441698.857,642262.1011,461530.8545,354479.3396,418792.9149,321237.1192,396533.1971,346495.0668,490535.1672,463861.7057,527739.7957,7126.7838,566461.3325,116933.0613,14161.3641,32552.7545,31537.7493,54551.5394,27312.9905,119170.834,105028.615,206847.5373,293397.8914,700324.9432,431500.3174,68175.5116,101071.9381,95545.7914,56848.9927,100260.563,91669.628,53351.0776,75058.9116,75385.1062,455389.2224,86872.9545,66782.4845,80214.8364,97728.7801,86126.4593,73429.307,86701.9717,112167.1463,76063.3683,66127.6321,427528.0463,103328.0109,39412.05,96589.0933,84810.2911,71575.4423,96846.5835,78041.2186,93449.7337,60168.9633,85846.0125,413833.0364,84343.7749,50435.8439,93167.3928,61286.8985,82233.9416,71895.4781,45066.662,310188.2788,385025.024,406210.1461
PWY-5121,341225.1153,461593.2618,340991.4787,289492.2136,356416.2407,263136.7909,298442.8062,283777.969,383218.4931,303332.4954,412746.312,4469.9211,399186.5126,85205.6356,10837.4782,25381.0777,23001.5164,42437.9308,20227.0246,91580.3126,84319.7873,160289.3034,230234.5178,538882.3475,337643.1081,55203.4506,80341.2001,79916.2109,72770.0575,79596.8985,70390.7193,42370.1026,61683.4963,57470.5551,348665.0334,66994.2221,54240.7832,59694.8523,73365.1966,79758.4712,57993.2771,66000.4186,90931.6584,57431.9609,51532.5863,338620.193,85508.122,33320.2402,74814.1443,64118.9185,60857.7374,88802.7638,65129.156,67979.6063,49046.1203,68232.0068,321946.1891,85895.8141,43167.9764,69795.3237,56647.199,67636.7267,51921.4691,37636.7679,245178.3729,288236.7523,307001.1263
PWY-5154,72643.1976,78452.4664,140153.5777,146766.742,63256.6,134595.5851,143061.5444,191261.1736,10877.2525,160193.6183,116126.9084,1412.4238,75989.5547,6401.558,4498.389,7940.7654,3329.8946,11688.3972,4670.0905,39061.0648,47336.6678,93248.6921,92029.063,298052.3696,107554.9276,33830.4463,32793.1623,37245.2835,6504.888,51407.8123,31957.4132,15702.8362,46749.3897,8985.9862,131738.6385,32959.7706,30723.435,28020.3503,18971.4797,32725.1379,28388.6834,22808.002,26359.3389,20198.0631,24816.5815,75364.047,31434.0511,19762.4983,3881.6183,33647.7512,38621.8183,55550.8842,34236.6581,11394.87,6906.7476,35566.7308,179314.8966,12625.6699,18562.7805,22505.4507,34849.1442,25271.0564,2186.5631,23225.6681,140497.0048,101595.8203,103153.8787
PWY-5177,4786.7585,3028.8803,10012.3586,684.8684,2684.6494,8069.583,9010.892,2379.9291,8275.6293,4409.8941,3029.5419,336.3971,5375.0926,258.9994,161.0388,766.1417,149.3728,428.1074,505.3296,53.2117,349.4934,343.3876,268.0476,2353.3058,6462.2806,4900.5166,804.8254,820.6062,227.1439,6119.9636,1884.5077,99.9959,2767.9269,1262.4481,5336.2875,5481.0975,1240.151,224.7816,1562.5301,265.084,630.3819,1729.8763,2807.1134,166.5483,2717.6343,1472.5963,2801.2411,4954.1316,39.8596,2643.2094,189.2556,2251.1642,1418.5778,1993.5568,814.8389,737.5626,1566.8027,836.487,526.813,822.0832,1265.7536,1056.6852,49.0491,462.5705,3108.8387,7427.6919,8378.9174
PWY-5178,0,0,52.4997,0,0,0,0,0,0,1580.7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.8795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1479,0,29.4402,0,0,0,0,0,0,0,0,0,0,7.6192,6.8056,72.3244,0,0,0,0,0,0
PWY-5180,8232.9995,1517.3046,5260.7022,56.7678,220.07,3268.1126,1324.649,260.6774,2024.0386,13224.7966,741.246,0,422.9127,151.2857,73.9829,133.8012,55.0145,342.0431,224.6068,0,95.8143,105.9079,222.0208,742.4383,0,0,254.985,0,0,1266.0985,0,0,0,0,4992.3338,0,204.4856,189.635,0,195.2445,0,0,387.3279,425.0067,686.1109,562.2721,377.5245,151.6758,0,697.8118,0,0,0,0,0,261.8111,692.8249,0,446.3367,416.3408,70.924,797.1662,0,961.2211,1464.2471,5954.5775,9010.2688
PWY-5181,36.8233,6.4527,35.2458,0,31.3017,51.2017,37.9828,44.8099,18.5712,27531.7128,80.9577,8.26,52.2789,0,0,4.968,0,0,0,0,19.6834,0,0,263.2726,0,0,0,0,0,161.9288,0,0,0.4443,0,131.5249,0,128.2024,0,0,0,0,0,0,0,0,92.1983,0,154.0529,0,0,0,0,13.1088,0,0,0,22.9349,0,3.7733,4.9592,35.5782,0,0,110.1551,5.632,15.5082,12.4155
PWY-5182,8232.9995,1517.3046,5260.7022,56.7678,220.07,3268.1126,1324.649,260.6774,2024.0386,13224.7966,741.246,0,422.9127,151.2857,73.9829,133.8012,55.0145,342.0431,224.6068,0,95.8143,105.9079,222.0208,742.4383,0,0,254.985,0,0,1266.0985,0,0,0,0,4992.3338,0,204.4856,189.635,0,195.2445,0,0,387.3279,425.0067,686.1109,562.2721,377.5245,151.6758,0,697.8118,0,0,0,0,0,261.8111,692.8249,0,446.3367,416.3408,70.924,797.1662,0,961.2211,1464.2471,5954.5775,9010.2688
PWY-5183,0,0,0,0,0,0,0,0,0,122.5165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5188,169718.2228,240649.399,112309.7839,92414.3981,126259.6088,103103.7703,139790.8712,89474.3955,110003.24,216001.4536,184124.1494,3461.7967,219349.7892,41765.2662,4756.7,9853.7241,12401.1576,15456.5109,10878.1688,30012.2029,32195.2998,35399.3948,73412.0731,210627.2429,144598.4042,16551.6657,25275.7423,15547.3315,16551.6973,27960.0434,33232.4831,11356.6571,24352.2065,27838.4455,178768.065,27168.6714,17683.5749,34496.3884,28439.36,15348.7545,22517.1503,21386.0731,34785.2657,29183.9326,21509.9417,99043.2571,28132.8195,11443.6906,26749.3467,25491.1405,21059.9575,27768.7932,19628.4271,32710.0298,18701.5443,17120.8709,94087.6044,25803.3679,11198.2959,18581.6713,16562.1699,27597.2942,26406.1366,10252.5783,80430.2744,116972.3465,157409.1293
