asv,A1,A2,A13,A14,A15,A17,A18,A19,A20,A21,A22,A23,A3,A24,A26,A28,A29,A30,A32,A37,A39,A42,A47,A4,A49,MWR072,MWR101,MWR102,MWR065,MWR091,MWR098,MWR084,MWR095,MWR063,A5,MWR080,MWR094,MWR115,MWR111,MWR092,MWR097,MWR073,MWR107,MWR112,MWR078,A6,MWR104,MWR070,MWR113,MWR082,MWR088,MWR118,MWR067,MWR108,MWR085,MWR090,A7,MWR077,MWR089,MWR068,MWR069,MWR106,MWR100,MWR081,A8,A9,A10
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.V9D2013_group.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospirales_fa.Hydrogenoanaerobacterium.NA,0,0,0,90,0,1657,0,15,0,0,0,0,0,0,0,0,0,4,9,0,0,15,16,15,0,0,0,0,0,0,0,0,20,0,0,0,8,0,0,0,66,0,2,0,0,0,0,4,0,358,0,0,9,0,0,0,0,0,0,9,0,0,0,0,28,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Anaerofilum.NA,0,25,0,36,174,23984,208,34,117,17571,0,37,110,22,10,16,10,31,89,0,21,100,53,75,0,0,0,2,54,45,0,18,5,16,0,2370,518,0,56,36,5,49,23,0,619,0,23,4,0,32,4,0,8,4,0,0,115,74,0,10,0,503,0,14,119,0,85
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Anaerotruncus.colihominis,70,506,606,0,4,86,410,132,108,0,13,0,199,2,9,9,15,19,0,0,9,16,0,726,0,20,59,4,0,61,23,6,29,0,0,24,98,14,7,0,0,11,11,0,8,84,0,0,0,6,8,2,0,14,0,0,143,0,0,0,0,21,0,0,113,268,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Anaerotruncus.NA,0,0,0,60,33,13,6,33,73,0,0,0,37,0,0,255,0,20,0,0,0,17,48,4,404,42,0,0,22,156,0,7,310,0,0,0,85,0,11,16,221,128,26,13,0,0,19,0,0,111,0,0,11,9,12,0,0,9,0,14,0,77,0,90,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Anaerotruncus.rubiinfantis,0,0,39,19,23,10,25,4,203,0,10,0,9,0,0,5,0,0,0,0,7,63,12,25,0,0,0,0,0,7,0,9,0,0,0,0,8,0,0,18,13,15,17,0,0,25,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Angelakisella.massiliensis,0,0,0,16,28,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Angelakisella.NA,0,0,0,20,16,0,0,0,106,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,7,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.CAG-352.NA,0,0,16,0,0,3,0,8,54,5,0,0,0,0,7,25,20,18,29,0,0,0,100,0,0,0,0,0,81,0,0,0,244,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,4,0,240,0,2356,0,128,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Candidatus_Soleaferrea.NA,196,93,196,57,318,33,88,22,0,150,44,0,290,24,0,3,10,2,0,28,24,35,23,105,39,18,15,4,7,13,9,18,21,31,47,56,20,28,3,11,11,11,5,6,77,27,35,0,25,24,3,9,0,70,0,0,50,6,5,20,14,47,0,2,55,455,2
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Caproiciproducens.NA,0,19,0,75,45,20,9,18,0,0,20,0,53,0,0,2,0,0,0,0,0,14,7,38,210,0,17,0,3,9,15,0,26,0,0,21,16,5,13,7,6,7,11,5,0,5,10,0,9,27,11,0,0,40,0,0,19,4,0,14,0,0,0,0,8,96,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.DTU089.NA,1662,729,924,238,738,175,635,268,455,0,176,0,810,319,45,116,0,48,86,195,174,775,165,308,4183,82,540,12,134,170,315,24,90,148,0,810,65,33,152,308,109,170,110,90,22,244,34,56,19,126,83,4,41,60,5,0,931,179,0,284,0,77,0,7,209,1011,514
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium.NA,7926,1066,1632,3837,7136,35,510,6008,235,9,61290,0,202,86,176,940,858,227,176,173,346,383,1797,1590,94175,149,61,1015,106,503,3262,1666,31,4316,6121,1968,1203,288,930,2618,1281,137,299,2312,518,2845,70,176,1233,86,537,3858,638,2962,159,62,7067,329,209,876,1031,1502,385,422,16631,850,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium.prausnitzii,26721,1150,16096,10226,10208,0,2813,5209,6945,321,23460,0,21054,43,462,1136,114,3746,443,1761,2097,1686,9812,9519,12084,451,494,10240,8492,1099,69,4601,34,7102,5952,427,3653,1274,3914,7952,3160,710,3931,5816,3256,20260,2241,2393,1477,577,3321,1131,1961,1734,2296,9425,9537,2396,7263,5415,8507,7113,182,2651,22201,6723,21
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Fournierella.massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Fournierella.NA,0,0,128,306,0,0,8,0,0,0,0,0,0,0,0,11,0,10,0,0,0,46,14,17,0,0,0,0,123,0,0,27,3,0,0,0,0,0,0,27,0,0,0,0,0,0,55,0,0,9,10,8,260,0,0,0,0,71,18,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Harryflintia.acetispora,0,0,0,0,6,60,0,7,0,0,0,0,21,0,0,0,0,3,0,0,13,0,16,39,0,0,0,0,0,15,0,0,0,0,0,0,8,0,17,0,25,0,8,0,0,5,0,9,0,9,0,0,0,6,0,0,7,0,0,7,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Harryflintia.NA,0,34,34,26,54,57,9,6,0,0,0,0,3,0,0,0,8,4,0,10,10,17,0,90,0,11,32,0,18,0,0,8,32,0,0,130,26,0,3,0,29,32,4,5,11,14,10,0,4,20,0,0,0,10,0,0,0,8,0,10,0,21,8,7,9,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Incertae_Sedis.NA,20385,19132,15649,1456,17886,3753,5523,2886,20036,1210,4867,36,8261,2048,136,307,212,301,391,475,838,6088,2381,6201,17392,2791,2355,418,1119,687,824,661,1505,4195,1682,2500,1027,788,2021,1211,2075,3530,2774,975,3876,2199,836,215,206,2744,465,453,430,1581,158,167,22509,445,194,2517,21,3864,867,148,655,8931,25957
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.NA.NA,112,529,322,12277,9597,6445,3075,1365,1793,483,164,0,4478,580,67,569,32,984,200,120,358,1997,10625,4563,3023,231,532,33,323,458,54,168,373,18,38,352,361,18,600,1893,949,468,1129,103,189,374,1355,2584,52,718,563,71,1012,207,199,0,1025,1870,77,2118,2,260,14,112,575,3241,45
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Negativibacillus.massiliensis,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,43,0,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,426,109,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,198,0,14,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Negativibacillus.NA,17,0,360,250,2584,213,53,822,0,0,1771,0,234,12,16,0,0,11,0,8,16,15,24,882,466,83,0,0,73,45,0,86,0,0,0,0,33,0,0,35,127,4,10,104,0,489,41,48,78,0,65,0,9,0,597,0,171,170,0,47,0,87,0,20,17,456,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Paludicola.NA,19,63,152,57,159,217,381,37,0,54,19,0,73,4,0,95,0,16,14,40,78,31,81,275,108,42,90,0,0,27,8,5,96,4,0,43,101,0,52,57,84,66,31,0,78,12,8,0,25,58,13,17,62,39,3,0,60,38,0,27,0,31,0,18,147,76,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Phocea.massiliensis,0,19,37,29,32,0,0,27,50,14,14,0,795,0,0,0,0,0,4,3,0,5,0,18,17,0,15,0,0,5,34,0,0,22,73,0,0,0,6,7,6,7,8,0,8,20,6,0,0,0,3,47,5,0,0,17,7,0,0,0,0,5,0,0,25,45,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Phocea.NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Pygmaiobacter.NA,0,0,244,63,24,0,136,91,469,0,0,0,63,55,0,79,0,0,0,0,0,0,52,0,0,0,0,0,21,23,0,8,0,0,0,0,10,0,0,8,0,40,0,0,19,46,13,0,0,7,6,0,0,44,9,0,0,25,0,0,0,28,0,3,0,446,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.bicirculans,0,0,0,3331,0,0,1960,0,1292,3,0,0,0,0,31,0,0,0,0,0,46,873,4724,0,0,0,0,0,0,0,0,263,0,0,0,389,0,0,227,0,0,0,0,0,0,0,0,113,2125,4,0,17,0,568,0,0,3377,0,0,1114,0,876,0,360,0,237,2
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.bromii,48,8481,15,9130,7878,11868,20069,9,0,12,13572,0,6,30,63,856,41,2487,122,5813,1529,23764,18020,17922,0,0,0,1243,367,273,3157,28,482,7,910,5543,1769,3,9102,1062,2833,12682,56,4109,4,0,0,1433,11854,4364,0,0,803,0,6228,3102,0,8529,0,7534,3,0,6225,7,63,8412,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.callidus,0,0,0,0,0,0,1559,0,0,0,1705,0,0,0,0,161,0,0,84,0,0,2460,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,193,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.champanellensis,0,0,2,34,0,331,34,0,8,0,0,0,34,7,7,356,0,0,0,0,0,0,0,0,0,0,0,0,26,206,0,0,0,0,0,0,0,0,0,1393,161,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,138,18
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.NA,81,3771,6385,444,7121,323,2543,2,59,6409,0,150,58,6274,11,251,31,308,193,1453,2306,249,1213,7520,0,4621,0,254,45,130,0,4060,23,2069,0,0,1641,0,559,0,331,1378,761,5,243,350,248,696,101,0,0,0,2846,11719,2565,1363,48,758,62,425,0,1733,469,465,120,9577,105
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Subdoligranulum.NA,13439,47252,10925,22500,9117,50,6882,2431,10711,68,8598,107,6101,17310,1260,2093,4201,6518,1099,16154,4746,5324,37721,20352,58,50,246,7852,3714,8916,8,2302,24,1228,15558,4822,101,341,3435,3178,1435,6021,14897,0,12,150421,2956,1379,10047,2641,1241,40,2607,4362,1955,0,62821,2616,5100,6694,2955,2388,7476,1930,16012,2271,48841
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Subdoligranulum.variabile,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.UBA1819.NA,596,266,3139,236,899,11557,902,1772,1276,364,915,0,7189,347,93,118,32,129,123,361,116,3814,103,13553,1624,120,2063,9,26,218,90,20,1962,128,325,538,179,91,207,153,182,260,74,44,562,309,515,9,93,853,59,365,0,41,26,101,730,20,25,109,0,126,95,12,365,3375,1161
Bacteria.Firmicutes.Clostridia.Oscillospirales.UCG-010.NA.NA,8,0,0,1594,1319,240,352,0,0,0,0,0,0,0,20,72,20,253,85,24,44,455,249,372,0,159,0,0,32,16,0,7,260,0,0,0,53,0,85,24,212,29,82,0,0,0,441,32,0,277,3,0,213,0,153,0,0,328,0,213,0,0,0,61,0,0,0
Bacteria.Firmicutes.Clostridia.Peptococcales.Peptococcaceae.NA.NA,0,0,2,232,82,763,74,0,0,0,0,0,109,0,0,13,22,0,0,0,19,23,36,219,0,5,0,0,7,0,0,20,5,0,0,0,30,0,0,9,17,10,9,0,0,6,31,0,0,60,6,0,3,9,0,0,0,18,0,12,0,4,0,6,11,0,0
Bacteria.Firmicutes.Clostridia.Peptococcales.Peptococcaceae.Peptococcus.NA,0,0,0,13,221,0,605,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,882,0,145,0,0,0,0,0,197,47,0,0,0,0,0,0,94,0,0,255,0,14,0,0,0,0,0,3,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Anaerovorax.NA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Family_XIII_AD3011_group.NA,624,820,844,448,604,1093,1904,800,421,2374,49,0,343,287,5,21,59,31,37,368,412,323,209,2571,0,238,163,3,50,70,0,73,256,18,385,304,151,109,363,45,41,64,141,43,83,246,279,29,92,278,11,18,47,107,61,35,31,53,66,102,0,95,63,31,132,1023,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Family_XIII_UCG-001.NA,6,107,57,161,254,69,76,50,0,0,55,0,183,6,7,10,9,5,7,0,26,18,17,101,0,16,6,25,5,107,25,28,0,0,0,4,15,0,3,17,34,24,15,35,29,0,44,14,0,55,132,28,52,6,5,0,0,3,11,12,0,0,0,9,71,76,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.NA.NA,96,384,635,41,204,421,572,12,92,1506,88,22,843,43,36,50,20,61,51,55,60,11,0,485,1109,84,84,0,3,39,51,0,95,51,6,198,27,0,380,49,11,298,46,35,188,60,0,5,43,78,29,0,2,186,28,0,75,0,0,16,0,117,0,0,158,2479,560
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.NA.NA.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Intestinibacter.bartlettii,157,1343,0,871,0,1630,137,0,543,560,1802,44,275,0,41,68,9,245,19,17,1058,345,63,13,812,176,202,13,0,88,0,454,0,336,212,1768,171,48,257,14,11,560,34,0,36,30,15,47,3944,5,11,335,9,262,0,8,1111,97,185,182,0,58,4731,0,448,4159,2490
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Intestinibacter.NA,0,0,0,73,25,0,0,0,0,0,0,0,33,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,159
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.NA.NA,0,75,0,0,0,12,0,0,0,87,0,30,0,0,5,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,344
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Paeniclostridium.NA,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,15,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,24
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Peptostreptococcus.anaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Peptostreptococcus.stomatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Romboutsia.NA,148,1726,1339,2143,2773,2011,522,232,92,2024,3176,141,433,36,31,125,63,506,134,1656,1945,415,1247,3189,0,290,1996,1153,1913,302,29,925,365,435,15,290,173,22,1611,304,51,1676,1585,477,42,61,70,263,2181,180,9,894,252,2937,30,0,126,3157,561,94,1038,6,1145,115,1302,2756,5176
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Sporacetigenium.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Terrisporobacter.NA,472,41,0,748,1068,0,0,0,0,0,39,0,0,0,0,0,0,130,19,0,511,386,134,0,0,20,68,0,9,0,0,408,0,56,0,245,66,0,200,0,0,339,0,0,0,0,24,0,827,0,0,0,20,116,0,0,44,0,0,116,0,0,533,0,260,2571,128
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Anaerococcus.NA,4,0,2,8,0,32,0,7,0,2,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Ezakiella.NA,0,2,0,0,0,11,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Fenollaria.NA,0,4,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Finegoldia.NA,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Murdochiella.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Parvimonas.NA,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,46,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Peptoniphilus.NA,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.W5053.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.NA.NA.NA.NA.NA,4,0,0,118,6,121,24,29,0,0,56,0,2,0,0,21,0,2,0,0,56,0,0,62,0,7,0,32,3,0,19,0,0,0,66,0,0,29,23,4,12,14,29,0,0,0,0,3,0,13,0,4,20,25,0,0,4,21,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus.fermentans,0,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus.intestini,215,0,0,0,154,0,0,0,0,0,0,0,0,0,16,0,0,11,78,0,0,0,0,259,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,78,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus.NA,18,22,0,0,1219,0,0,0,0,0,3,0,19,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.NA.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium.faecium,19,0,3,328,0,17,5062,5925,739,0,0,0,0,206,5,6,6,22,131,0,0,474,1885,4322,3027,99,0,0,0,0,979,0,0,0,0,175,0,155,744,793,65,0,145,0,244,1017,0,292,0,0,401,4032,1293,0,0,169,725,0,0,0,5485,0,29,247,0,2073,17
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium.NA,66,0,35,0,37,0,0,16,476,0,0,0,0,0,0,50,4,28,42,0,0,0,0,86,4,59,0,0,0,0,700,93,0,0,0,0,0,0,0,2,120,0,0,0,0,0,20,0,0,0,0,2885,0,0,643,134,0,7,0,75,3,0,0,0,0,49,0
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium.succinatutens,0,0,38,0,448,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,59,0
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Succiniclasticum.NA,0,0,0,1080,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Negativicutes.NA.NA.NA.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Megamonas.funiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,722,0,0,69,5,651,0,0,0,0,0,0
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Megamonas.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,31,0,174,0,0,0,0,0,0
