pathway,SRR14660150,SRR14660161,SRR14660172,SRR14660183,SRR14660188,SRR14660189,SRR14660190,SRR14660191,SRR14660192,SRR14660193,SRR14660194,SRR14660195,SRR14660197,SRR14660198,SRR14660199,SRR14660200,SRR14660201,SRR14660202,SRR14660203,SRR14660204,SRR14660205,SRR14660206,SRR14660207,SRR14660208,SRR14660209,SRR14660210,SRR14660211,SRR14660212,SRR14660213,SRR14660214,SRR14660215,SRR14660217,SRR14660218,SRR14660219,SRR14660220,SRR14660221,SRR14660222,SRR14660223,SRR14660224,SRR14660226,SRR14660227,SRR14660228,SRR14660229,SRR14660230,SRR14660231,SRR14660232,SRR14660233,SRR14660234,SRR14660235,SRR14660238,SRR14660249,SRR14660250,SRR14660251
PWY-5417,0,14.087,0,18.7826,0,0,0,0,0,0,0,233.0945,0,23.4783,9.3913,19.6762,18.5871,266.833,8.6905,5.0085,9.3913,12.5217,51.6522,7.8261,117.3913,0,0,2.5569,2.3333,289.5652,23.6875,0,31.2764,12.5217,42.9055,0,0,0,1.6364,0,56.3478,0,0,23.4783,21.913,38.2197,32.8696,13.2226,0,20.3478,0,7,0
PWY-5419,0,13.2986,0,22.4158,0,0,0,0,0,0,0,0,0,27.0823,11.7633,17.1117,24.6305,0,5.8444,0,9.8322,15.672,56.6567,8.238,102.9708,0,0,0,0,260.7946,23.9114,0,0,14.9906,0,0,0,0,0,0,58.3627,0,0,28.7216,27.878,45.1658,41.4605,12.1064,0,18.1925,0,0,0
PWY-5420,0,19.5668,0,32.4931,0,0,0,0,0,0,0,0,0,39.0546,20.0413,27.9793,40.3377,0,10.1004,0,14.9832,26.0452,83.7458,12.5628,155.0509,0,0,0,0,370.3928,33.7449,0,0,19.7258,0,0,0,0,0,0,81.5431,0,0,48.1091,48.4492,71.987,64.6139,19.8987,0,27.7531,0,0,0
PWY-5430,0,15.735,0,23.5981,0,0,0,0,0,0,0,0,0,28.9099,13.0557,20.0941,27.889,0,7.9155,0,11.314,17.2039,62.7574,9.459,127.4213,0,0,0,0,308.5242,26.3098,0,0,14.9843,0,0,0,0,0,0,64.3962,0,0,32.0339,30.9547,49.6508,43.9786,15.0538,0,22.4956,0,0,0
PWY-5431,0,14.087,0,18.7826,0,0,0,0,0,0,0,233.0945,0,23.4783,9.3913,19.6762,18.5871,266.833,8.6905,5.0085,9.3913,12.5217,51.6522,7.8261,117.3913,0,0,2.5569,2.3333,289.5652,23.6875,0,31.2764,12.5217,42.9055,0,0,0,1.6364,0,56.3478,0,0,23.4783,21.913,38.2197,32.8696,13.2226,0,20.3478,0,7,0
PWY-5484,32487.7094,41209.5753,29892.7267,28198.4126,30269.6546,34041.1704,45674.0392,35276.5355,42639.9593,36421.4649,31198.6968,40381.4868,30577.1576,23503.8059,30931.7888,42518.7405,41553.7072,21687.6936,37385.3202,42471.8998,49112.1935,39031.2482,40333.915,34949.6569,39937.8027,42068.9154,28329.7917,34224.0752,10973.4427,31435.614,24839.1819,37238.3267,30304.848,39526.3298,45129.3061,34917.7846,21748.681,45698.6962,26841.3524,38178.9011,35169.5524,27742.0234,43765.0325,50141.2181,42382.4719,32632.4321,26908.9313,32192.9304,30189.8104,36156.231,30845.2814,40358.9616,32080.4712
PWY-5505,37011.2038,40095.8097,34356.6097,44747.4336,47038.0651,55340.3221,57998.0533,42838.8106,36794.4562,31727.7762,36667.4148,47367.2652,39599.3184,19289.9926,28859.8665,42973.7868,36454.1553,35193.4817,46963.9689,25648.0362,43441.6272,37449.2085,37151.6396,31736.9848,39845.4041,35584.1632,34059.1729,37536.9457,10583.6827,30825.3139,33911.1759,35294.1072,24669.4065,42552.3955,32263.5291,26575.9347,41911.7674,39377.1639,32128.9729,39330.577,50521.5522,39140.7055,37063.3315,48274.8379,43429.3987,58854.8324,37191.7901,41264.6791,43377.906,48169.8787,43255.2897,32588.3788,49642.9198
PWY-5507,0,205.4024,0,231.1826,0,0,1472.6549,874.3162,291.4002,0,0,273.7058,0,277.2678,126.1582,1047.6117,213.9021,1616.6862,64.7864,2561.4898,602.1904,569.556,655.0389,1318.1329,1281.8409,0,0,1080.5446,45.7002,2068.6357,269.4211,0,2940.2951,169.8938,0,514.5347,0,0,274.189,0,542.4517,0,0,312.3251,128.647,271.4438,397.3697,210.5562,0,265.7941,0,133.1875,0
PWY-5509,30345.1115,42181.9708,30022.3942,31860.216,38306.9466,42272.1741,52572.3982,39703.1313,35907.3234,30204.8509,30109.9399,38754.3942,38843.6099,17686.3832,27417.989,43584.0504,33877.0338,32197.2893,49181.657,32997.579,40435.8445,33087.7749,36289.4365,32262.4647,33847.9572,43176.9633,35299.126,34410.5462,12656.8397,34767.4228,32103.7542,35625.5444,22547.3564,39051.6188,22304.4934,27394.2027,32187.739,42412.1111,26841.6075,31730.2989,44357.0291,33569.7878,39806.7921,47456.4205,14711.6122,50427.4226,26465.9398,37011.0807,34677.4807,44378.6496,32801.6161,39821.9943,33739.0851
PWY-5529,0,0,0,0,0,0,27.2397,0,0,0,0,45.2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2993,0,0,0,0,195.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5531,0,0,77.3091,0,0,0,15.0152,0,0,0,0,38.06,0,0,0,0,0,0,0,0,10.2994,0,0,0,0,23.4296,0,16.3912,0,0,0,18.2812,359.3581,0,0,0,0,0,0,0,0,0,0,10.7082,0,0,0,0,0,43.3676,0,14.0975,0
PWY-5532,20.2794,62.1184,1.1925,56.0314,165.2913,0,201.288,40.1737,67.9484,5.8942,0,70.0189,0,146.6779,11.7317,0,120.4716,11.6018,180.7974,329.0475,44.6236,138.6589,0,0,63.3355,0,0,0,0,10.9495,36.6966,105.246,342.6929,0,82.2118,195.6055,11.3745,5.5763,124.3095,101.0474,127.4533,2.3653,106.5985,363.8344,10.9241,50.4272,226.2027,0,0,24.929,0,14.8429,22.0746
PWY-5647,0,9,0,12,0,0,0,0,0,0,0,0,0,16.9355,6,9,12.56,0,3,0,6,8,33,5,75,0,0,0,0,185,13,0,0,8,0,0,0,0,0,0,36,0,0,15,14,24,21,8,0,13,0,0,0
PWY-5651,0,12.8512,0,17.1346,0,0,0,0,0,0,0,0,0,21.4066,8.5669,12.8485,0,0,4.2849,0,8.5658,11.4214,47.078,7.1398,106.6892,0,0,0,0,260.5826,18.5551,0,0,11.4201,0,0,0,0,0,0,51.2664,0,0,21.3872,19.9511,35.2348,29.9775,11.4258,0,18.5566,0,0,0
PWY-5654,0,9,0,12,0,0,0,0,0,0,0,0,0,17.5,6,9,12.56,0,3,0,6,8,33,5,75,0,0,0,0,185,13,0,0,8,0,0,0,0,0,0,36,0,0,15,14,24,21,8,0,13,0,0,0
PWY-5655,0,13.4759,0,18.1234,0,0,0,0,0,0,0,0,0,24.3071,9.5273,14.1173,0,0,4.7831,0,9.1551,12.6143,49.9159,7.6339,112.6772,0,0,0,0,270.4499,19.439,0,0,11.6976,0,0,0,0,0,0,53.1096,0,0,23.6833,22.3328,37.8252,32.5092,12.5132,0,19.6885,0,0,0
PWY-5659,21979.0656,29832.9596,31204.2557,21259.5821,31415.8987,30601.4827,40814.848,24892.86,37439.439,31798.1476,26371.6381,36656.9486,29992.683,18426.1001,21044.4793,33770.2843,25396.8722,26885.8421,39131.3292,42404.2636,40560.0878,28211.0742,34366.3237,21453.7984,31189.0246,37123.717,25874.2254,30621.2626,10493.6018,31570.3588,20027.516,24085.2616,26915.4852,20623.7041,24985.0207,33087.3131,18065.7347,39803.5418,22992.6572,31260.376,30062.8713,24568.1428,31479.7292,39989.0221,33881.3391,34219.8364,14653.653,32716.363,27875.0335,28183.873,24054.8698,29840.2301,26712.6976
PWY-5667,43553.5837,59710.0681,53426.0413,49397.962,56636.4677,67764.8994,76969.8099,54247.041,54812.1284,48082.056,42172.5327,55195.9626,55243.3137,28942.5681,43501.5214,55911.3032,47896.6626,45952.0067,60426.6305,52896.2798,63471.2142,50280.7991,56981.3636,49073.9023,53732.4759,55818.0114,46386.1056,51742.7742,17558.6164,51313.3368,44226.4655,46330.9539,37502.6326,57047.5307,48774.7848,42483.0423,46193.4974,55347.5084,46379.6169,48252.854,61784.7932,46784.0095,55203.4918,60498.3307,51463.0408,69078.8704,39463.2279,59966.705,54211.2914,60975.976,52264.7451,52018.5098,50790.9195
PWY-5676,8720.59,10465.0647,14476.8456,9226.0403,13784.3681,18324.5721,20306.0332,11148.1148,11260.689,10869.7275,12429.0367,8115.2933,15136.4686,6503.7556,14546.7269,10511.129,9880.8886,11957.3755,13919.4107,10032.3974,10142.2449,16761.8092,14584.2004,18814.4127,13836.5434,15839.5963,13253.03,14586.3759,5512.6814,20621.0375,12471.4524,11646.7261,12896.0058,18202.4225,5832.343,12846.6471,10739.9068,10060.537,10449.2163,12406.7601,18596.0544,10929.3164,13113.734,13260.9435,17834.2876,15663.6768,1473.1213,18506.3987,13961.7917,12505.3253,10492.8155,11954.5538,10798.9432
PWY-5677,364.1904,2542.8638,244.1116,152.4192,2348.7673,3042.6671,1945.2959,1453.0657,2823.0309,1404.3423,2810.8715,1926.9603,1300.9251,362.4106,2112.2735,2067.4687,1733.3528,1509.8072,1669.7743,2971.4164,2858.5457,2014.2789,1128.6615,925.5452,1367.5234,856.0694,1706.6655,1721.019,261.398,2455.4658,1948.7789,1211.0642,2807.5102,1474.1806,453.6283,921.4332,1049.454,1634.1417,992.4247,2507.7477,2591.1747,1044.2098,891.7038,2432.2226,3527.1491,1841.9417,584.1177,1275.0848,1172.0479,1760.6388,843.9368,1890.073,1508.9919
PWY-5686,41579.5636,57487.2416,48488.6474,45292.747,56256.7411,63088.8137,72960.5625,51762.9597,53680.8826,47654.7882,39895.864,52336.4355,51799.7213,28443.1797,40658.7278,52962.1066,43696.1075,44695.4295,59506.568,51743.4663,61174.2327,48183.0905,52486.2043,46572.7748,52183.1087,54196.259,43659.2171,49545.6868,16552.7687,48800.7597,41496.723,42696.1838,36758.1892,53318.2971,48917.405,42953.4709,44912.2894,54966.5072,43919.661,46352.8477,58166.7733,44200.8526,51995.26,58015.6787,46425.8003,61834.138,34763.0631,57770.9415,50447.0476,56297.343,48137.3068,49176.3152,48369.171
PWY-5695,29169.5462,39277.4008,27380.2887,30159.3672,35677.8221,44704.9552,48305.7834,29298.4659,41459.222,35985.1125,33271.8103,41716.6405,32307.9897,21805.5845,30669.4411,40859.4904,37050.9698,31338.9464,48784.9466,48912.0139,43962.857,37424.7772,43952.9874,25711.9346,34406.2812,46657.2469,30311.7945,31078.0846,11913.253,36688.3105,24838.6312,36988.3807,29233.461,30715.3488,25978.9945,30484.7424,28190.8755,44202.9449,21122.105,36582.4876,35270.5965,26936.6922,35586.7647,41410.3279,29525.0284,45191.5831,35231.868,26170.1854,26515.2981,28757.8195,27670.548,40091.9789,30252.7439
PWY-5705,7126.8487,2635.8347,1399.3461,1980.0984,3231.6581,3719.4595,1295.909,3121.7383,1918.3437,1669.1369,2238.8098,1700.8675,1980.5237,1451.5867,1909.5741,1977.9738,547.7161,2440.5769,1981.504,4093.538,1622.2115,1154.6335,984.1594,993.5732,3340.129,1316.3764,2614.4736,1094.7499,734.5258,1637.7291,2832.5234,2033.4053,2300.9544,4763.4071,3434.4054,913.7113,4867.4513,1473.1423,1786.4636,2281.0981,2635.2367,2312.3563,2148.5515,2939.2706,2458.4908,5131.5034,2961.9365,1738.6254,2028.904,2080.9117,3165.0129,1650.4633,3801.0038
PWY-5741,0,11.1183,0,0,0,0,208.3687,95.6887,25.6078,0,0,22.7367,0,0,0,623.1813,0,239.6343,0,492.4428,65.5453,826.6796,0,165.3365,0,0,0,266.9265,0,2.9937,0,0,672.8035,0,0,56.1849,0,0,21.3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5747,166.4882,13.1098,0.7934,16.0362,15.6299,8.962,131,60,17.5,148.6,113.6559,843.8774,0,27.1698,9.8,35.7197,12.9396,109.6612,65.6387,2745.7983,19.6045,12.724,33,10.3537,77.4,5.3232,2,42.2855,5.8333,188.203,14.584,17.4054,561.5788,11.4,33.1643,0,2.4,0,46.9804,2.1035,37.1321,1.0581,50.667,33.9132,901.7812,28.7234,85.6,8.4211,0,19.7141,1.041,9.4382,59.2782
PWY-5823,0,0,0,0,0,0,0,0,0,0,405.7792,0,0,1037.5479,0,0,0,142.6392,0,3606.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7239,0,0,0,0,0,158.5845,0,0,0,0,0,0,0,19.2794
PWY-5837,1730.6354,700.4441,2907.6704,578.9958,1282.3902,667.7284,1277.6664,1275.595,1445.463,3167.7051,3913.17,2574.0188,1058.7949,1220.2475,225.0025,568.2984,1619.5436,1106.282,334.3988,5936.0073,4644.889,727.1516,284.6883,2022.3347,136.1899,482.096,333.9522,1135.8129,97.9923,1199.6707,282.6937,588.8897,2184.0793,3163.1762,4294.1236,3132.8457,641.1789,155.7334,2415.5992,2099.0571,1534.1281,775.3373,340.6524,458.4324,6069.3434,591.2432,654.1251,4714.5049,956.456,497.3605,619.7457,219.9209,3571.7962
PWY-5838,4130.7997,2179.8951,6188.1971,1608.7028,3329.6847,1973.829,3746.8324,3492.1185,4233.8434,7711.905,7600.2859,6371.323,3049.2308,3287.1818,742.6411,1799.4452,4399.8337,3147.5997,1107.2871,13694.2577,10315.2092,2261.3889,928.8821,4932.2601,455.6415,1561.8623,1055.0077,3242.2322,317.7347,3436.3277,902.3519,1789.7442,5715.0207,5626.4853,7653.4115,7348.6765,1701.0801,524.7503,4729.1484,5577.9745,3873.9233,2260.7708,1110.0788,1485.6014,9551.9158,1760.1703,1595.8298,8096.9787,2593.8536,1526.3871,1870.2146,733.1683,5850.782
PWY-5840,4200.6528,2188.4699,6304.6937,1631.1566,3373.7614,1993.4801,3771.0785,3533.5644,4255.519,7786.5438,7728.0574,6443.9801,3076.4053,3306.0273,743.7941,1804.6504,4426.7316,3165.8486,1108.1918,13638.7091,10431.4175,2269.2165,931.1603,5009.7645,456.1072,1564.6597,1059.0412,3269.2644,318.5343,3460.2255,906.1619,1799.166,5737.1908,5884.6285,7834.6682,7424.1221,1730.0045,524.9543,4873.072,5629.0697,3940.204,2278.8825,1112.4593,1488.7425,9728.5601,1774.0655,1650.9133,8362.2686,2621.8582,1535.864,1886.4806,733.7836,6056.7412
PWY-5845,3513.5132,1613.7498,2166.9709,1125.7333,1184.4418,1437.0335,2844.0036,831.6277,2856.8345,1931.1695,2307.2869,5376.8535,2161.5377,650.9838,451.5691,890.2124,1139.5195,2244.5064,543.7388,11655.3098,6052.0545,1485.3642,599.4171,845.1363,284.2545,306.2137,731.1449,671.5612,33.3972,293.9505,307.693,602.9956,1879.0894,861.038,1237.0081,1972.5031,1374.0261,359.585,3025.9018,963.2776,2146.1491,501.7398,450.9329,892.5465,6006.226,1197.3894,1100.2114,3450.1711,1477.581,1186.7373,1258.3828,403.6325,2192.9252
PWY-5850,3513.5132,1613.7498,2166.9709,1125.7333,1184.4418,1437.0335,2844.0036,831.6277,2856.8345,1931.1695,2307.2869,5376.8535,2161.5377,650.9838,451.5691,890.2124,1139.5195,2244.5064,543.7388,11655.3098,6052.0545,1485.3642,599.4171,845.1363,284.2545,306.2137,731.1449,671.5612,33.3972,293.9505,307.693,602.9956,1879.0894,861.038,1237.0081,1972.5031,1374.0261,359.585,3025.9018,963.2776,2146.1491,501.7398,450.9329,892.5465,6006.226,1197.3894,1100.2114,3450.1711,1477.581,1186.7373,1258.3828,403.6325,2192.9252
PWY-5855,921.6882,1068.7921,5783.4038,43.5227,588.406,45.1743,2645.477,404.9217,1124.3922,1545.2117,298.8878,2190.203,1032.1505,1318.9969,261.3776,1134.6305,295.5197,1200.0012,138.8275,6799.0889,280.1624,2581.801,2522.1964,796.3252,1938.0571,116.5888,91.3727,663.3927,219.1525,1032.3818,339.6092,27.3121,1834.8643,333.1893,417.4684,1234.0052,330.7513,554.0117,258.4633,1783.9919,238.4228,560.2875,318.8296,1532.2895,1978.7287,172.5691,195.1136,656.3785,1343.538,683.7633,867.6231,219.9942,140.8147
PWY-5856,921.6882,1068.7921,5783.4038,43.5227,588.406,45.1743,2645.477,404.9217,1124.3922,1545.2117,298.8878,2190.203,1032.1505,1318.9969,261.3776,1134.6305,295.5197,1200.0012,138.8275,6799.0889,280.1624,2581.801,2522.1964,796.3252,1938.0571,116.5888,91.3727,663.3927,219.1525,1032.3818,339.6092,27.3121,1834.8643,333.1893,417.4684,1234.0052,330.7513,554.0117,258.4633,1783.9919,238.4228,560.2875,318.8296,1532.2895,1978.7287,172.5691,195.1136,656.3785,1343.538,683.7633,867.6231,219.9942,140.8147
PWY-5857,921.6882,1068.7921,5783.4038,43.5227,588.406,45.1743,2645.477,404.9217,1124.3922,1545.2117,298.8878,2190.203,1032.1505,1318.9969,261.3776,1134.6305,295.5197,1200.0012,138.8275,6799.0889,280.1624,2581.801,2522.1964,796.3252,1938.0571,116.5888,91.3727,663.3927,219.1525,1032.3818,339.6092,27.3121,1834.8643,333.1893,417.4684,1234.0052,330.7513,554.0117,258.4633,1783.9919,238.4228,560.2875,318.8296,1532.2895,1978.7287,172.5691,195.1136,656.3785,1343.538,683.7633,867.6231,219.9942,140.8147
PWY-5860,2715.9653,1116.0236,1541.6378,809.8117,821.7677,1003.7866,1991.2745,568.6953,1995.382,1334.3233,1641.9577,4072.0795,1534.8361,443.845,304.2116,605.4985,781.3721,1586.066,365.792,8877.8687,4443.0222,1022.3649,405.3111,575.7983,190.804,205.3021,499.6647,454.3315,22.3279,197.2757,207.4863,410.1086,1296.9517,595.9365,857.7929,1370.0701,997.2785,241.1611,2311.1702,654.4816,1535.5064,340.8212,303.5403,604.7114,4739.4783,831.8378,807.5673,2558.3531,1041.0383,822.1852,871.2386,271.3842,1633.2202
PWY-5861,3285.1953,1527.5739,5028.9858,1197.8654,2493.9972,1403.7946,2665.9302,2602.4194,3026.7394,5980.2658,6398.9397,4949.7326,2224.6334,2468.2109,503.7143,1249.7957,3285.3931,2279.2231,752.0046,10697.7155,8154.0363,1583.3304,633.05,3759.7129,307.1177,1072.1292,729.099,2325.1566,217.6784,2483.4768,622.3047,1267.5773,4250.87,4937.1997,6703.7455,5761.9306,1261.2896,352.9038,3934.7911,4172.611,2945.2564,1644.7818,757.9925,1017.5125,8453.8432,1247.4702,1227.2012,7073.6521,1909.5017,1069.5027,1319.5536,496.4068,5415.7854
PWY-5862,2715.9653,1116.0236,1541.6378,809.8117,821.7677,1003.7866,1991.2745,568.6953,1995.382,1334.3233,1641.9577,4072.0795,1534.8361,443.845,304.2116,605.4985,781.3721,1586.066,365.792,8877.8687,4443.0222,1022.3649,405.3111,575.7983,190.804,205.3021,499.6647,454.3315,22.3279,197.2757,207.4863,410.1086,1296.9517,595.9365,857.7929,1370.0701,997.2785,241.1611,2311.1702,654.4816,1535.5064,340.8212,303.5403,604.7114,4739.4783,831.8378,807.5673,2558.3531,1041.0383,822.1852,871.2386,271.3842,1633.2202
PWY-5863,1964.2643,798.8635,3290.5953,660.2978,1459.9189,761.8027,1455.9046,1451.7519,1644.5655,3580.146,4400.6826,2917.6821,1205.952,1384.6259,256.9015,648.329,1839.7109,1258.9958,381.8138,6647.0158,5241.97,828.9097,325.0778,2294.633,155.5771,550.1628,381.1752,1293.0164,111.8827,1365.5535,322.7097,671.4485,2470.2685,3579.3925,4835.4733,3537.4394,731.0271,177.8958,2735.2995,2381.3404,1745.6566,883.5035,388.8815,523.2258,6787.1021,674.6681,745.2921,5314.6818,1089.6447,567.5638,706.7488,251.1494,4032.1168
PWY-5896,3513.5132,1613.7498,2166.9709,1125.7333,1184.4418,1437.0335,2844.0036,831.6277,2856.8345,1931.1695,2307.2869,5376.8535,2161.5377,650.9838,451.5691,890.2124,1139.5195,2244.5064,543.7388,11655.3098,6052.0545,1485.3642,599.4171,845.1363,284.2545,306.2137,731.1449,671.5612,33.3972,293.9505,307.693,602.9956,1879.0894,861.038,1237.0081,1972.5031,1374.0261,359.585,3025.9018,963.2776,2146.1491,501.7398,450.9329,892.5465,6006.226,1197.3894,1100.2114,3450.1711,1477.581,1186.7373,1258.3828,403.6325,2192.9252
PWY-5897,3838.6605,1940.9677,5823.3828,1462.6809,3049.3127,1775.7693,3368.421,3180.1738,3810.8204,7144.9507,7236.9857,5882.7406,2753.1788,2997.2835,654.4667,1597.2959,4002.4519,2841.464,975.0762,12755.8122,9648.7479,2014.4108,820.2404,4570.9128,400.468,1380.8472,936.7321,2930.1786,280.8327,3100.6128,800.3304,1600.1441,5233.4827,5492.7618,7381.9804,6837.9024,1558.2262,460.6201,4524.2349,5105.7665,3571.995,2036.2219,980.4831,1313.5343,9259.7016,1579.2593,1497.5372,7844.886,2359.9647,1362.7412,1677.4132,644.8687,5699.9711
PWY-5898,3838.6605,1940.9677,5823.3828,1462.6809,3049.3127,1775.7693,3368.421,3180.1738,3810.8204,7144.9507,7236.9857,5882.7406,2753.1788,2997.2835,654.4667,1597.2959,4002.4519,2841.464,975.0762,12755.8122,9648.7479,2014.4108,820.2404,4570.9128,400.468,1380.8472,936.7321,2930.1786,280.8327,3100.6128,800.3304,1600.1441,5233.4827,5492.7618,7381.9804,6837.9024,1558.2262,460.6201,4524.2349,5105.7665,3571.995,2036.2219,980.4831,1313.5343,9259.7016,1579.2593,1497.5372,7844.886,2359.9647,1362.7412,1677.4132,644.8687,5699.9711
PWY-5899,3838.6605,1940.9677,5823.3828,1462.6809,3049.3127,1775.7693,3368.421,3180.1738,3810.8204,7144.9507,7236.9857,5882.7406,2753.1788,2997.2835,654.4667,1597.2959,4002.4519,2841.464,975.0762,12755.8122,9648.7479,2014.4108,820.2404,4570.9128,400.468,1380.8472,936.7321,2930.1786,280.8327,3100.6128,800.3304,1600.1441,5233.4827,5492.7618,7381.9804,6837.9024,1558.2262,460.6201,4524.2349,5105.7665,3571.995,2036.2219,980.4831,1313.5343,9259.7016,1579.2593,1497.5372,7844.886,2359.9647,1362.7412,1677.4132,644.8687,5699.9711
PWY-5910,882.9328,15.0486,1420.3884,343.8694,313.494,1235.1704,261.5124,447.8964,188.4983,38.4059,95.6196,507.1118,452.4375,291.3358,675.6686,292.2659,962.373,68.5373,161.4066,305.8267,119.2396,394.1257,535.2489,24.621,124.921,114.7696,1532.6866,517.8784,25.6838,199.3517,126.5934,321.7341,329.0784,2036.7523,8789.5573,348.957,282.474,119.1799,641.8901,1011.5741,198.4094,292.5109,273.9218,377.2009,4721.1839,579.3101,3496.3456,63.4206,262.2321,4.4987,805.9252,579.7924,383.7438
PWY-5913,11581.434,17327.2129,13910.9755,13997.8167,21032.6883,13164.9419,9950.4204,13908.4297,15156.1841,21757.6349,13526.2956,18709.3239,4177.8158,11672.7923,9848.1446,18623.2616,24837.2406,7246.2036,9155.4019,25496.8685,29267.1981,14741.7265,15176.9605,13771.9739,16815.5913,10114.707,4999.2858,12509.6432,1850.8249,10944.3611,7061.2603,9906.4887,14557.8724,11888.0196,19414.8326,11009.6333,7780.7002,13055.1766,12467.2949,13438.2772,6075.5219,5882.7722,17273.5592,11212.4355,29066.5964,9457.0941,5328.7662,18632.4108,21942.3126,10218.2593,7128.7607,17582.4903,14434.5497
PWY-5918,746.0179,652.9408,2737.0818,1561.0717,2079.7933,2350.5137,89.2884,256.7792,4313.2452,2539.9228,499.7786,3586.874,790.5686,348.0841,649.8957,1143.2249,1106.3252,3221.1464,273.7817,7695.3094,216.8149,395.6168,1823.0516,889.3832,1026.1047,654.3062,2108.0683,2515.9414,371.0605,2923.8666,1388.2888,879.638,1377.6145,2839.9305,601.985,826.5198,1668.9099,3009.1467,3696.6819,641.2408,5325.0333,641.2832,215.7183,229.6773,3496.5428,2342.0409,1076.2851,1832.5634,1750.3355,1486.6105,337.9586,3291.4299,914.5259
PWY-5920,290.6734,36.9477,179.9734,55.31,182.4853,36.1269,66.9572,144.461,59.3354,503.6107,278.1904,1062.421,1.7174,81.3831,37.7316,721.7229,55.0428,983.1089,133.647,1938.7416,108.8579,296.5692,124.6651,300.17,252.1892,175.1293,7.9788,559.8321,54.2787,638.0872,64.5946,86.0771,859.8733,45.0384,207.0562,112.0674,9.5563,0,1840.2567,6.3578,140.9481,3.1875,32.5232,90.115,1279.5807,104.2243,282.4152,39.311,0,134.6792,3.1802,59.1352,192.4364
PWY-5971,18685.8235,7569.8668,31144.575,9625.771,13395.6042,13214.6831,34282.3073,13553.8028,12529.8607,6767.1697,6296.4865,20072.7498,11061.7512,7166.4221,15052.5075,32832.3247,24428.363,14877.3931,13089.5536,19305.5501,7577.6263,20906.9189,19939.2202,7036.8712,14869.004,26510.59,19598.4651,23664.2499,7973.8627,20439.876,14983.3449,24075.3651,16636.1762,10270.5498,7071.7419,12624.4769,3492.1008,20549.0993,2559.5651,13883.9831,17563.3126,12261.2898,14730.0043,33510.3197,14404.7437,17600.886,5755.0725,5614.839,6454.2016,25932.2671,6164.6466,11834.3038,9079.9718
PWY-5973,41711.8901,60765.928,53838.4893,41865.298,54821.2079,62207.4479,80059.2056,53618.5043,56162.3255,49320.1032,39431.9521,54542.9271,53908.2786,29407.8793,42837.7437,57339.8,46275.7639,46492.3719,62993.7987,57702.687,65023.66,50313.3642,56295.555,45560.161,55967.5965,61075.7345,45071.1489,53965.6838,17463.2736,54587.2868,43814.808,44572.6996,44251.738,49075.7488,42817.0855,45105.7767,40786.0314,62412.3381,42431.0768,46625.894,55307.9588,47308.2862,55480.378,61709.8666,47356.5681,66649.4556,32165.843,62905.5099,51375.0531,60577.9621,50747.9788,51098.3958,45683.4094
PWY-5989,17516.4373,13374.5474,29040.4356,9003.9152,13463.5725,9836.7391,28297.657,10633.0325,10577.0502,7458.0792,8289.2873,23678.4633,9782.1092,7744.6171,12478.0841,33651.9913,21595.5505,15860.7118,9532.7451,17261.2109,5391.3258,23271.8662,27332.2386,5123.4413,26867.2527,26059.5422,16263.5539,19154.1765,6517.6638,19999.0552,12810.4485,21847.106,25034.9352,7241.3005,4668.414,11119.6747,2673.4536,26992.5791,1731.3867,11217.9298,14192.4779,9655.1585,13880.4628,29306.0073,10231.9501,16552.7714,3907.51,8328.9917,5302.3574,20376.4664,4324.7519,9283.5562,7858.6141
PWY-6071,0,0,0,0,0,0,0,0,0,0,0,393.6458,0,0,0,4.2399,3.5745,416.3159,7.0218,7.1478,0,0,0,0,0,0,0,4.6385,3.6235,0,5.2952,0,58.6567,0,63.6958,0,0,0,3.2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0
