"","R","P","microbe1","microbe2"
"cor1084",0.124737469491668,0.600293971734635,"Adlercreutzia","Pygmaiobacter"
"cor1085",0.0476641295992291,0.841834158551699,"Adlercreutzia","Ruminococcus"
"cor1086",0.19851763868077,0.401451817126219,"Adlercreutzia","Subdoligranulum"
"cor1087",-0.127891322957291,0.591036224793277,"Adlercreutzia","UBA1819"
"cor1088",0.0395778693868509,0.868420557431859,"Adlercreutzia","Peptococcus"
"cor1089",0.175709324781308,0.458697294655389,"Adlercreutzia","Family_XIII_AD3011_group"
"cor1090",0.0460704798091003,0.847061727180964,"Adlercreutzia","Family_XIII_UCG-001"
"cor1091",0.0572719631624673,0.810460185775144,"Adlercreutzia","Intestinibacter"
"cor1092",-0.0697728257124444,0.770058735829424,"Adlercreutzia","Romboutsia"
"cor1093",-0.0879159641838081,0.712447535477617,"Adlercreutzia","Terrisporobacter"
"cor1094",-0.0405309966174825,0.865279183958539,"Adlercreutzia","Anaerococcus"
"cor1095",-0.182196928258469,0.442004040764353,"Adlercreutzia","Acidaminococcus"
"cor1096",0.083392380898454,0.726685264506588,"Adlercreutzia","Phascolarctobacterium"
"cor1097",NA,NA,"Adlercreutzia","Succiniclasticum"
"cor1098",NA,NA,"Adlercreutzia","Megamonas"
"cor1099",NA,NA,"Adlercreutzia","Mitsuokella"
"cor1100",-0.0116896558901785,0.960988645770546,"Adlercreutzia","Allisonella"
"cor1101",-0.099588376871153,0.676139681966213,"Adlercreutzia","Dialister"
"cor1102",-0.20045942494404,0.396767376381482,"Adlercreutzia","Megasphaera"
"cor1103",-0.185241757678447,0.434280524174545,"Adlercreutzia","Veillonella"
"cor1104",-0.0700083914133172,0.769302518165578,"Adlercreutzia","Fusobacterium"
"cor1105",-0.0838149607742183,0.725351476618455,"Adlercreutzia","TM7x"
"cor1106",NA,NA,"Adlercreutzia","Succinivibrio"
"cor1107",-0.155165461531693,0.513618047133101,"Adlercreutzia","Ralstonia"
"cor1108",NA,NA,"Adlercreutzia","Comamonas"
"cor1109",0.0853987748008573,0.72035928710353,"Adlercreutzia","Oxalobacter"
"cor1110",-0.160264157749962,0.499702901968239,"Adlercreutzia","Parasutterella"
"cor1111",-0.212231117239029,0.369021624436793,"Adlercreutzia","Sutterella"
"cor1112",NA,NA,"Adlercreutzia","Citrobacter"
"cor1113",NA,NA,"Adlercreutzia","Enterobacter"
"cor1114",-0.0540291191653963,0.821020916193469,"Adlercreutzia","Escherichia/Shigella"
"cor1115",NA,NA,"Adlercreutzia","Klebsiella"
"cor1116",-0.00289641038861267,0.990330635796653,"Adlercreutzia","Haemophilus"
"cor1117",-0.181085797845984,0.444840308478415,"Adlercreutzia","Pseudomonas"
"cor1118",NA,NA,"Adlercreutzia","Cloacibacillus"
"cor1119",-0.0200717771700725,0.933062894248231,"Adlercreutzia","Akkermansia"
"cor1127",1,0,"DNF00809","DNF00809"
"cor1128",0.365504297689489,0.113025896861814,"DNF00809","Eggerthella"
"cor1129",-0.12185954574209,0.608793607864161,"DNF00809","Enterorhabdus"
"cor1130",0.342705824151874,0.139095860312824,"DNF00809","Gordonibacter"
"cor1131",-0.12185954574209,0.608793607864161,"DNF00809","Senegalimassilia"
"cor1132",-0.159248265030673,0.502460756369662,"DNF00809","Slackia"
"cor1133",-0.354434244061026,0.125204032803158,"DNF00809","Bacteroides"
"cor1134",0.424998786344068,0.0617673379976384,"DNF00809","Barnesiella"
"cor1135",-0.0987272633957331,0.678795986551433,"DNF00809","Coprobacter"
"cor1136",0.285880029001104,0.221755092198343,"DNF00809","Butyricimonas"
"cor1137",-0.0450466173567539,0.850423513121392,"DNF00809","Odoribacter"
"cor1138",0.0757505284342718,0.750932512966529,"DNF00809","CAG-873"
"cor1139",0.0479122812895872,0.841020726549952,"DNF00809","Porphyromonas"
"cor1140",0.0867288658885141,0.716175224346796,"DNF00809","Alloprevotella"
"cor1141",0.462997584215608,0.0398025804624128,"DNF00809","Paraprevotella"
"cor1142",-0.103003355285814,0.665641875269396,"DNF00809","Prevotella"
"cor1143",0.0867288658885141,0.716175224346796,"DNF00809","Prevotellaceae_NK3B31_group"
"cor1144",0.135730545203204,0.568289835510599,"DNF00809","Alistipes"
"cor1145",NA,NA,"DNF00809","Rikenellaceae_RC9_gut_group"
"cor1146",-0.136804300244694,0.565204294321848,"DNF00809","Parabacteroides"
"cor1147",0.0522173653490823,0.82693417707612,"DNF00809","Bilophila"
"cor1148",0.410357126812311,0.0723163449449204,"DNF00809","Desulfovibrio"
"cor1149",NA,NA,"DNF00809","Elusimicrobium"
"cor1150",NA,NA,"DNF00809","Bacillus"
"cor1151",-0.262580536432714,0.263374089884596,"DNF00809","Candidatus_Stoquefichus"
"cor1152",0.0860968282575381,0.718162460049483,"DNF00809","Catenibacterium"
"cor1153",0.801340729368641,2.16958461467547e-05,"DNF00809","Coprobacillus"
"cor1154",-0.208764519260404,0.377075195658722,"DNF00809","Erysipelatoclostridium"
"cor1155",0.18156271191552,0.443621779127618,"DNF00809","Erysipelotrichaceae_UCG-003"
"cor1156",-0.166445848550311,0.483081193767868,"DNF00809","Dielma"
"cor1157",-0.12185954574209,0.608793607864161,"DNF00809","Faecalicoccus"
"cor1158",0.430841971719944,0.0578991566198774,"DNF00809","Faecalitalea"
"cor1159",-0.122829192310514,0.605924393546073,"DNF00809","Holdemanella"
"cor1160",-0.0280740368240608,0.90647231569428,"DNF00809","Holdemania"
"cor1161",0.00837949168079042,0.972030551835896,"DNF00809","Merdibacter"
"cor1162",0.0183709884433677,0.938724155470931,"DNF00809","Solobacterium"
"cor1163",-0.0258570853473202,0.913830574325878,"DNF00809","Turicibacter"
"cor1164",-0.161085021129874,0.497479873223797,"DNF00809","Granulicatella"
"cor1165",-0.12185954574209,0.608793607864161,"DNF00809","Enterococcus"
"cor1166",-0.094566087208208,0.691683058059234,"DNF00809","Lactobacillus"
"cor1167",NA,NA,"DNF00809","Leuconostoc"
"cor1168",NA,NA,"DNF00809","Weissella"
"cor1169",-0.110539285972051,0.642689114441909,"DNF00809","Lactococcus"
"cor1170",-0.234538734123794,0.319577795584325,"DNF00809","Streptococcus"
"cor1171",-0.220425921877269,0.35037676041662,"DNF00809","Gemella"
"cor1172",-0.121859545742089,0.608793607864161,"DNF00809","Staphylococcus"
"cor1173",0.430719567311538,0.0579782546875897,"DNF00809","Christensenella"
"cor1174",0.507269408017716,0.0224324786194636,"DNF00809","Christensenellaceae_R-7_group"
"cor1175",0.0749244282789823,0.75356765700629,"DNF00809","Ruminiclostridium"
"cor1176",-0.0232576944243952,0.922466746637338,"DNF00809","Clostridium_sensu_stricto_1"
"cor1177",0.314785145424408,0.176445095461482,"DNF00809","Anaerofustis"
"cor1178",0.433326956051652,0.0563109934450921,"DNF00809","Eubacterium"
"cor1179",0.274071939622785,0.242272663393085,"DNF00809","Defluviitaleaceae_UCG-011"
"cor1180",-0.390071071745744,0.089085358785103,"DNF00809","Agathobacter"
"cor1181",NA,NA,"DNF00809","Anaerosporobacter"
"cor1182",-0.19574826387647,0.40818493819226,"DNF00809","Anaerostipes"
"cor1183",-0.250741997258834,0.286287252615168,"DNF00809","Blautia"
"cor1184",-0.121294545161722,0.61046800573948,"DNF00809","CAG-56"
"cor1185",-0.0873729463144968,0.714151929922057,"DNF00809","Coprococcus"
"cor1186",-0.0173335356866986,0.942178837583367,"DNF00809","Dorea"
"cor1187",-0.178344564698747,0.451877948558282,"DNF00809","Eisenbergiella"
"cor1188",0.00988050370881806,0.967022815726519,"DNF00809","FD2005"
"cor1189",-0.133878957381395,0.573627770430206,"DNF00809","Frisingicoccus"
"cor1190",-0.373575191679023,0.104701466406723,"DNF00809","Fusicatenibacter"
"cor1191",-0.271014624005993,0.247777265666673,"DNF00809","GCA-900066575"
"cor1192",0.625429339679893,0.00318682748287561,"DNF00809","GCA-900066755"
"cor1193",0.104489776930436,0.661091045453818,"DNF00809","Howardella"
"cor1194",-0.0484531285608121,0.839248387729802,"DNF00809","Hungatella"
"cor1195",-0.332166039528501,0.152474599875234,"DNF00809","Lachnoclostridium"
"cor1196",-0.192623278171098,0.415855882655465,"DNF00809","Lachnospira"
"cor1197",0.811299137868506,1.41999458408634e-05,"DNF00809","Lachnospiraceae_AC2044_group"
"cor1198",0.452457619125503,0.0451685474158757,"DNF00809","Lachnospiraceae_FCS020_group"
"cor1199",-0.112637405521718,0.636352714807623,"DNF00809","Lachnospiraceae_ND3007_group"
"cor1200",-0.128075504614302,0.590497442171155,"DNF00809","Lachnospiraceae_NK4A136_group"
"cor1201",0.718352050907413,0.000360366809849751,"DNF00809","Lachnospiraceae_NK4B4_group"
"cor1202",-0.138165694311158,0.561302811725307,"DNF00809","Lachnospiraceae_UCG-001"
"cor1203",0.0269189135191586,0.910305394070199,"DNF00809","Lachnospiraceae_UCG-002"
"cor1204",0.44901400187851,0.0470372079603049,"DNF00809","Lachnospiraceae_UCG-003"
"cor1205",-0.257244142523331,0.273554926905049,"DNF00809","Lachnospiraceae_UCG-004"
"cor1206",-0.0261316991835274,0.912918728349642,"DNF00809","Lachnospiraceae_UCG-010"
"cor1207",-0.19056080323894,0.420960944591213,"DNF00809","Lactonifactor"
"cor1208",0.953293733629772,8.47572053214764e-11,"DNF00809","Marvinbryantia"
"cor1209",0.0068062701105892,0.97728027503591,"DNF00809","Roseburia"
"cor1210",-0.15567694551243,0.512213864551947,"DNF00809","Sellimonas"
"cor1211",-0.205255833420539,0.385326431456103,"DNF00809","Shuttleworthia"
"cor1212",0.10573780264919,0.657278902307015,"DNF00809","Tuzzerella"
"cor1213",-0.121296990473609,0.61046075495485,"DNF00809","Tyzzerella"
"cor1214",-0.141404867049587,0.552068198249774,"DNF00809","UC5-1-2E3"
"cor1215",0.336579830017179,0.146767313428802,"DNF00809","Monoglobus"
"cor1216",0.134432130169828,0.57203075804766,"DNF00809","Butyricicoccus"
"cor1217",-0.148923293080132,0.530900841516976,"DNF00809","UCG-008"
"cor1218",-0.175855779341131,0.458316929300402,"DNF00809","UCG-009"
"cor1219",0.0711105910415101,0.765766889118886,"DNF00809","Acetanaerobacterium"
"cor1220",0.158937186031384,0.503306713840098,"DNF00809","Colidextribacter"
"cor1221",-0.251016172946533,0.285743107786785,"DNF00809","Flavonifractor"
"cor1222",-0.160101654930051,0.500143556067279,"DNF00809","Intestinimonas"
"cor1223",-0.0252523512456038,0.91583893748071,"DNF00809","NK4A214_group"
"cor1224",-0.201462680433679,0.394358946909269,"DNF00809","Oscillibacter"
"cor1225",-0.170350021780267,0.472726800657902,"DNF00809","Oscillospira"
"cor1226",-0.107342250526433,0.652390011335956,"DNF00809","Pseudoflavonifractor"
"cor1227",0.885475437800348,2.1094433047703e-07,"DNF00809","UCG-002"
"cor1228",0.0694758245949535,0.77101245945525,"DNF00809","UCG-003"
"cor1229",0.683379087271062,0.000895189179169639,"DNF00809","UCG-005"
"cor1230",-0.12185954574209,0.608793607864161,"DNF00809","Hydrogenoanaerobacterium"
"cor1231",-0.0478772489538229,0.841135551858845,"DNF00809","Anaerofilum"
"cor1232",0.605531485193638,0.00466424733794141,"DNF00809","Anaerotruncus"
"cor1233",0.246662852928642,0.294458413312816,"DNF00809","Angelakisella"
"cor1234",0.00988050370881807,0.967022815726519,"DNF00809","CAG-352"
"cor1235",0.0618637186512663,0.795560730406562,"DNF00809","Candidatus_Soleaferrea"
"cor1236",0.058542794444472,0.806330043849736,"DNF00809","Caproiciproducens"
"cor1237",-0.0529766906398063,0.824454755936459,"DNF00809","DTU089"
"cor1238",-0.12575441198068,0.597302319788215,"DNF00809","Faecalibacterium"
"cor1239",0.0938067925820571,0.694043530235911,"DNF00809","Fournierella"
"cor1240",-0.180996178550364,0.445069482905053,"DNF00809","Incertae_Sedis"
"cor1241",-0.205245235084226,0.385351506739658,"DNF00809","Negativibacillus"
"cor1242",0.793640193784103,2.96404188095461e-05,"DNF00809","Paludicola"
"cor1243",-0.113919374918289,0.632493016370339,"DNF00809","Phocea"
"cor1244",0.107911681021092,0.650658171008647,"DNF00809","Pygmaiobacter"
"cor1245",0.711796630307276,0.000431588389619259,"DNF00809","Ruminococcus"
"cor1246",0.591424247260751,0.00602234083626358,"DNF00809","Subdoligranulum"
"cor1247",0.142934777886782,0.547730401697271,"DNF00809","UBA1819"
"cor1248",-0.108894034557555,0.647674536977361,"DNF00809","Peptococcus"
"cor1249",0.613696148400424,0.00400136202616359,"DNF00809","Family_XIII_AD3011_group"
"cor1250",0.0514046557152182,0.829589661305135,"DNF00809","Family_XIII_UCG-001"
"cor1251",-0.186303427383815,0.431604353585536,"DNF00809","Intestinibacter"
"cor1252",0.297988570461349,0.201932275111027,"DNF00809","Romboutsia"
"cor1253",0.327240940064147,0.159023106220571,"DNF00809","Terrisporobacter"
"cor1254",0.591048876592479,0.00606248871642527,"DNF00809","Anaerococcus"
"cor1255",-0.124299818901986,0.601583359392132,"DNF00809","Acidaminococcus"
"cor1256",0.421473066975752,0.064193976457384,"DNF00809","Phascolarctobacterium"
"cor1257",NA,NA,"DNF00809","Succiniclasticum"
"cor1258",NA,NA,"DNF00809","Megamonas"
"cor1259",NA,NA,"DNF00809","Mitsuokella"
"cor1260",-0.106134851193041,0.656067803182448,"DNF00809","Allisonella"
"cor1261",-0.194026393454138,0.412402063875349,"DNF00809","Dialister"
"cor1262",-0.167150824301816,0.481203221973418,"DNF00809","Megasphaera"
"cor1263",-0.148547334418998,0.531950297724165,"DNF00809","Veillonella"
"cor1264",0.00487422289524297,0.983728581740003,"DNF00809","Fusobacterium"
"cor1265",-0.162101826347066,0.494732892082127,"DNF00809","TM7x"
"cor1266",NA,NA,"DNF00809","Succinivibrio"
"cor1267",-0.0345817211719789,0.884917198909571,"DNF00809","Ralstonia"
"cor1268",NA,NA,"DNF00809","Comamonas"
"cor1269",0.792153349370415,3.14342824665015e-05,"DNF00809","Oxalobacter"
"cor1270",-0.11883514394859,0.617778154090255,"DNF00809","Parasutterella"
"cor1271",-0.206842908518542,0.381581762802919,"DNF00809","Sutterella"
"cor1272",NA,NA,"DNF00809","Citrobacter"
"cor1273",NA,NA,"DNF00809","Enterobacter"
"cor1274",-0.144006910609393,0.54469976540536,"DNF00809","Escherichia/Shigella"
"cor1275",NA,NA,"DNF00809","Klebsiella"
"cor1276",-0.103540481684776,0.663996099595161,"DNF00809","Haemophilus"
"cor1277",-0.121859545742089,0.608793607864161,"DNF00809","Pseudomonas"
"cor1278",NA,NA,"DNF00809","Cloacibacillus"
"cor1279",0.483244911309009,0.0308906285769974,"DNF00809","Akkermansia"
"cor1288",1,0,"Eggerthella","Eggerthella"
"cor1289",-0.268211739571452,0.25289346861831,"Eggerthella","Enterorhabdus"
"cor1290",0.293962488601345,0.208387455099877,"Eggerthella","Gordonibacter"
"cor1291",-0.184430951355802,0.436330222552981,"Eggerthella","Senegalimassilia"
"cor1292",-0.344515396400701,0.13688478151224,"Eggerthella","Slackia"
"cor1293",-0.355379440788518,0.124129239332337,"Eggerthella","Bacteroides"
"cor1294",0.0633647991753554,0.79070446104697,"Eggerthella","Barnesiella"
"cor1295",0.32257931799694,0.165398004877668,"Eggerthella","Coprobacter"
"cor1296",0.0257842975585169,0.914072281148137,"Eggerthella","Butyricimonas"
"cor1297",-0.367047133838361,0.111398933157057,"Eggerthella","Odoribacter"
"cor1298",-0.0553632505911522,0.816672451559394,"Eggerthella","CAG-873"
"cor1299",0.0558927897859706,0.814947894420288,"Eggerthella","Porphyromonas"
"cor1300",-0.0327197943166524,0.891077084798884,"Eggerthella","Alloprevotella"
"cor1301",-0.0627055020999713,0.79283650403657,"Eggerthella","Paraprevotella"
"cor1302",-0.273843670838623,0.242680916317938,"Eggerthella","Prevotella"
"cor1303",-0.0327197943166524,0.891077084798884,"Eggerthella","Prevotellaceae_NK3B31_group"
"cor1304",-0.335974049372099,0.147541650535122,"Eggerthella","Alistipes"
"cor1305",NA,NA,"Eggerthella","Rikenellaceae_RC9_gut_group"
"cor1306",-0.283770077970547,0.22533498938868,"Eggerthella","Parabacteroides"
"cor1307",-0.193328800575322,0.414117267422604,"Eggerthella","Bilophila"
"cor1308",-0.121166340151925,0.610848205295015,"Eggerthella","Desulfovibrio"
"cor1309",NA,NA,"Eggerthella","Elusimicrobium"
"cor1310",NA,NA,"Eggerthella","Bacillus"
"cor1311",0.225768438296896,0.338521464864142,"Eggerthella","Candidatus_Stoquefichus"
"cor1312",-0.0307370071641809,0.897643421445894,"Eggerthella","Catenibacterium"
"cor1313",0.42029694121684,0.0650192391512903,"Eggerthella","Coprobacillus"
"cor1314",0.160329426926833,0.499525966498597,"Eggerthella","Erysipelatoclostridium"
"cor1315",-0.290075705516852,0.214747542880026,"Eggerthella","Erysipelotrichaceae_UCG-003"
"cor1316",-0.113914573540176,0.632507455178895,"Eggerthella","Dielma"
"cor1317",-0.250096974551851,0.287569921920059,"Eggerthella","Faecalicoccus"
"cor1318",0.459996101454524,0.0412775454653879,"Eggerthella","Faecalitalea"
"cor1319",-0.265501602386418,0.257903840251112,"Eggerthella","Holdemanella"
"cor1320",0.0773436347597953,0.745858239014764,"Eggerthella","Holdemania"
"cor1321",-0.0856850027378634,0.7194582498212,"Eggerthella","Merdibacter"
"cor1322",0.117336498756861,0.622249698552534,"Eggerthella","Solobacterium"
"cor1323",-0.267783721195081,0.253680618053455,"Eggerthella","Turicibacter"
"cor1324",0.316359709031752,0.174173943139053,"Eggerthella","Granulicatella"
"cor1325",0.370333727369446,0.107989527229895,"Eggerthella","Enterococcus"
"cor1326",0.366925654814541,0.111526420400299,"Eggerthella","Lactobacillus"
"cor1327",NA,NA,"Eggerthella","Leuconostoc"
"cor1328",NA,NA,"Eggerthella","Weissella"
"cor1329",0.448581968323629,0.0472757770787033,"Eggerthella","Lactococcus"
"cor1330",0.308883377165193,0.185136930860012,"Eggerthella","Streptococcus"
"cor1331",0.501883536043575,0.0241463306434658,"Eggerthella","Gemella"
"cor1332",0.236737335349897,0.31493032732117,"Eggerthella","Staphylococcus"
"cor1333",0.0956539372624708,0.68830595328969,"Eggerthella","Christensenella"
"cor1334",-0.0072414969580944,0.975827856613015,"Eggerthella","Christensenellaceae_R-7_group"
"cor1335",-0.222549381130964,0.345636220804149,"Eggerthella","Ruminiclostridium"
"cor1336",-0.142976906246653,0.547611172314835,"Eggerthella","Clostridium_sensu_stricto_1"
"cor1337",0.0934676241635582,0.695098805316462,"Eggerthella","Anaerofustis"
"cor1338",-0.0730747074842351,0.75947748941243,"Eggerthella","Eubacterium"
"cor1339",-0.0329195526385235,0.890415922541215,"Eggerthella","Defluviitaleaceae_UCG-011"
"cor1340",-0.15116115677242,0.524673979239116,"Eggerthella","Agathobacter"
"cor1341",NA,NA,"Eggerthella","Anaerosporobacter"
"cor1342",0.153237218027224,0.518928080178092,"Eggerthella","Anaerostipes"
"cor1343",0.0527334829752145,0.825248727641668,"Eggerthella","Blautia"
"cor1344",-0.28019043717552,0.231494264632409,"Eggerthella","CAG-56"
"cor1345",-0.210432330038151,0.373188271283996,"Eggerthella","Coprococcus"
"cor1346",0.0948206350802595,0.690892338452722,"Eggerthella","Dorea"
"cor1347",0.366663819099773,0.111801563711469,"Eggerthella","Eisenbergiella"
"cor1348",0.0623827220362473,0.793880831486314,"Eggerthella","FD2005"
"cor1349",0.0542517607635491,0.820294885648692,"Eggerthella","Frisingicoccus"
"cor1350",-0.238809257036119,0.310587997459393,"Eggerthella","Fusicatenibacter"
"cor1351",-0.207713936912479,0.37953529596904,"Eggerthella","GCA-900066575"
"cor1352",0.193245277346883,0.414322887952614,"Eggerthella","GCA-900066755"
"cor1353",-0.212642733854932,0.368071902607196,"Eggerthella","Howardella"
"cor1354",0.517112793465802,0.0195504752104597,"Eggerthella","Hungatella"
"cor1355",-0.0558232951454968,0.815174171982624,"Eggerthella","Lachnoclostridium"
"cor1356",-0.330637421898474,0.154486664271742,"Eggerthella","Lachnospira"
"cor1357",0.431471059310596,0.0574939296646637,"Eggerthella","Lachnospiraceae_AC2044_group"
"cor1358",-0.114761146179852,0.629963606208576,"Eggerthella","Lachnospiraceae_FCS020_group"
"cor1359",-0.380688252866151,0.0977416111032453,"Eggerthella","Lachnospiraceae_ND3007_group"
"cor1360",-0.318252399743492,0.171470422080309,"Eggerthella","Lachnospiraceae_NK4A136_group"
"cor1361",0.241354332685545,0.305303722670121,"Eggerthella","Lachnospiraceae_NK4B4_group"
"cor1362",-0.32336552635041,0.16431072206416,"Eggerthella","Lachnospiraceae_UCG-001"
"cor1363",0.22839891077212,0.332771912091317,"Eggerthella","Lachnospiraceae_UCG-002"
"cor1364",-0.0621562874735022,0.794613642977745,"Eggerthella","Lachnospiraceae_UCG-003"
"cor1365",-0.302276598154804,0.195205069319319,"Eggerthella","Lachnospiraceae_UCG-004"
"cor1366",0.101839859764771,0.669211912658728,"Eggerthella","Lachnospiraceae_UCG-010"
"cor1367",0.188262578985419,0.426688898179608,"Eggerthella","Lactonifactor"
